,fire_name,veg_label
49273,MUSTANG DR,Polar Desert/Rock/Ice
49275,MORTON GAP,Polar Desert/Rock/Ice
49278,ISAAC CREEK,Other
49335,LINDEN - 472,Open Shrubland
49340,FY2001-TWIGGS-043,Open Shrubland
49342,P HIGHWAY,Other
49347,11-00084,Polar Desert/Rock/Ice
49350,TURNBULL,Secondary Tropical Evergreen Broadleaf Forest
49356,OLD SNAG,Desert
49360,BLAND,Other
49368,BLOOMFIELD (35),Open Shrubland
49369,FY2001-EARLY-017,Open Shrubland
49372,HILL ROAD,Polar Desert/Rock/Ice
49373,35/WEST LOOP FIRE/0110,Open Shrubland
49377,OLD FALL LICK,Other
49381,BROKEN MIRROR FIRE,Polar Desert/Rock/Ice
49382,PISTOL LANE FIRE 2,Other
49389,CARRIZO 1,Other
49394,GLACIAL RIDGE 6,Polar Desert/Rock/Ice
49399,VONDAVILLE,Secondary Tropical Evergreen Broadleaf Forest
49404,UNITIINO2,Other
49406,MILL SPRINGS,Polar Desert/Rock/Ice
49411,CLINE,Secondary Tropical Evergreen Broadleaf Forest
49414,BOXER,Polar Desert/Rock/Ice
49417,RUIN,Secondary Tropical Evergreen Broadleaf Forest
49428,DEER PARK,Other
49438,B.KNIPPLIN,Polar Desert/Rock/Ice
49444,NO.GULCH,Other
49448,COW,Other
49451,OAK CREEK,Other
49452,30677,Polar Desert/Rock/Ice
49457,SYCAMORE,Secondary Tropical Evergreen Broadleaf Forest
49458,FY2011-BALDWIN-011,Open Shrubland
49461,345,Secondary Tropical Evergreen Broadleaf Forest
49471,GRANITE,C3 Grassland/Steppe
49473,LAKE,Secondary Tropical Evergreen Broadleaf Forest
49475,FLUME,Other
49486,WATER TANK,Polar Desert/Rock/Ice
49491,FINN CREEK,Polar Desert/Rock/Ice
49493,PENN,Other
49496,"232 NOTTINGHAM RD, AL",Secondary Tropical Evergreen Broadleaf Forest
49497,PAT,Polar Desert/Rock/Ice
49503,OLD SKID ROAD,Other
49506,DOUBLE CREEK,C3 Grassland/Steppe
49508,IVES FIELD,Secondary Tropical Evergreen Broadleaf Forest
49510,SUGARLOAF,Polar Desert/Rock/Ice
49515,BEAVER CR,Other
49517,PERRY BREWSTER ROAD,Polar Desert/Rock/Ice
49528,DEUCE,Secondary Tropical Evergreen Broadleaf Forest
49537,BELVADO,Secondary Tropical Evergreen Broadleaf Forest
49538,WAGON WHEEL,Polar Desert/Rock/Ice
49544,PLEASENT VALLEY FIRE,Other
49545,LIGHTNING PEAK #2,Polar Desert/Rock/Ice
49550,EAST CARBON,Other
49563,HALSEY SOUTH,Polar Desert/Rock/Ice
49567,CHINA MAN,Polar Desert/Rock/Ice
49573,10089,Secondary Tropical Evergreen Broadleaf Forest
49575,LIVINGSTON - 8069,Open Shrubland
49581,U ROAD,Open Shrubland
49589,HARPERS EAST,Desert
49594,TENAJA,Secondary Tropical Evergreen Broadleaf Forest
49596,ELK,Secondary Tropical Evergreen Broadleaf Forest
49602,PIPELINE,Secondary Tropical Evergreen Broadleaf Forest
49619,ARCING,Open Shrubland
49620,COTTONWOOD 2,Secondary Tropical Evergreen Broadleaf Forest
49625,HENDERSON - 380,Open Shrubland
49626,(1-30) CHENNEY,Desert
49628,CHUPADERO,Other
49632,10172,Secondary Tropical Evergreen Broadleaf Forest
49635,OUA8682425,Secondary Tropical Evergreen Broadleaf Forest
49652,MESQUITE,Open Shrubland
49655,HIGHLAND,Other
49658,1.55201E+13,Secondary Tropical Evergreen Broadleaf Forest
49665,LOUSE CREEK,Polar Desert/Rock/Ice
49671,BERRYMAN FIELDS,Other
49673,OPAL LAKE,C3 Grassland/Steppe
49677,LIVINGSTON - 620,Open Shrubland
49680,CR 1104 FIRE,Open Shrubland
49685,SQUAW CYN,Other
49687,BASIN,Other
49691,JAKE,Polar Desert/Rock/Ice
49705,2510,Other
49716,BUTTERNUT ROAD,Polar Desert/Rock/Ice
49721,SPRINGS,Secondary Tropical Evergreen Broadleaf Forest
49735,MIDDLE PRONG,Polar Desert/Rock/Ice
49739,MADAWASKA,Polar Desert/Rock/Ice
49740,SHARPS FERRY 1,Open Shrubland
49749,LINUS,Polar Desert/Rock/Ice
49754,735,Polar Desert/Rock/Ice
49756,STAR GAZER,Polar Desert/Rock/Ice
49760,HOT8614461,Secondary Tropical Evergreen Broadleaf Forest
49761,28TH STEET,C3 Grassland/Steppe
49763,OREGON 2,Other
49770,PELL RD (64),Open Shrubland
49771,FIRST FIRE,Polar Desert/Rock/Ice
49772,CUTTERS,C3 Grassland/Steppe
49773,ACORN,Other
49776,MOSSY CREEK,Polar Desert/Rock/Ice
49781,THORPEHILL,Desert
49783,BUSTED MIRROR FIRE,Secondary Tropical Evergreen Broadleaf Forest
49789,OLIVER,Polar Desert/Rock/Ice
49793,PARETE ROAD (16),Open Shrubland
49794,ROYCE,Polar Desert/Rock/Ice
49805,NANCY FORK,Other
49811,GARFIELD ASSIST 21,Other
49817,ROGERS,Secondary Tropical Evergreen Broadleaf Forest
49827,1217,Open Shrubland
49835,FALCON,Secondary Tropical Evergreen Broadleaf Forest
49838,EASTON,Polar Desert/Rock/Ice
49843,LOCO,Secondary Tropical Evergreen Broadleaf Forest
49848,MUD,Polar Desert/Rock/Ice
49851,MATILDA,C3 Grassland/Steppe
49859,WIDE RUINS 1,Polar Desert/Rock/Ice
49865,DAVIS BEND #2,Other
49867,20280,Secondary Tropical Evergreen Broadleaf Forest
49869,CENTER HILL,Polar Desert/Rock/Ice
49874,HOUSE 200,C3 Grassland/Steppe
49881,RL182,Polar Desert/Rock/Ice
49882,EIGHT,Other
49883,#648,Polar Desert/Rock/Ice
49888,FY2012-EFFINGHAM-008,Open Shrubland
49889,GRANITE,C3 Grassland/Steppe
49903,1.59201E+13,Secondary Tropical Evergreen Broadleaf Forest
49909,BATTERY MTN,Polar Desert/Rock/Ice
49912,SE BASS #2,Polar Desert/Rock/Ice
49917,ROY,C3 Grassland/Steppe
49920,730,Other
49923,TURNER 5,Polar Desert/Rock/Ice
49926,FY2013-DOOLY-019,Open Shrubland
49927,WRYE BRANCH RD,Polar Desert/Rock/Ice
49932,SHIRLEY LANE FIRE,Polar Desert/Rock/Ice
49940,BOWLING,Polar Desert/Rock/Ice
49941,TH1702,Polar Desert/Rock/Ice
49953,CROFT (09),Open Shrubland
49960,MS0813,Polar Desert/Rock/Ice
49961,CARRY,Polar Desert/Rock/Ice
49964,LIZARD CREEK,Other
49967,NW V-42,Secondary Tropical Evergreen Broadleaf Forest
49968,FY2001-MCINTOSH-039,Open Shrubland
49972,DEEP CREEK,Polar Desert/Rock/Ice
49988,FY2014-GREENE-003,Secondary Tropical Evergreen Broadleaf Forest
49993,QUINTON TOWER,Polar Desert/Rock/Ice
49995,NE SNADPIT,Polar Desert/Rock/Ice
49998,155,Polar Desert/Rock/Ice
50000,BLANK,C3 Grassland/Steppe
50001,SCOTT,C3 Grassland/Steppe
50002,PORCUPINE CREEK,Polar Desert/Rock/Ice
50003,CROOKED CREEK,C3 Grassland/Steppe
50004,BEAVER,Secondary Tropical Evergreen Broadleaf Forest
50006,GOBBLER,Secondary Tropical Evergreen Broadleaf Forest
50007,CUB,Secondary Tropical Evergreen Broadleaf Forest
50008,FOOTHILLS,C3 Grassland/Steppe
50009,DUNNIGAN #2,C3 Grassland/Steppe
50010,GROUSE CREEK,C3 Grassland/Steppe
50011,COUNTY LINE,Polar Desert/Rock/Ice
50012,COFFEE POT,Polar Desert/Rock/Ice
50013,CALIFORNIA CREEK,Polar Desert/Rock/Ice
50015,WINDY RIDGE,C3 Grassland/Steppe
50016,WARM SPRINGS,C3 Grassland/Steppe
50017,HORSEFLY,C3 Grassland/Steppe
50018,TRAPPER,C3 Grassland/Steppe
50019,CLEVELAND,Other
50020,RAINBOW,Other
50023,RUBY,Other
50024,GULCH,Other
50025,ROBINSON SPRING,C3 Grassland/Steppe
50026,FORT SPRING,C3 Grassland/Steppe
50027,LONE PINE,Temperate Evergreen Needleleaf Forest TmpENF
50030,HAYSTACK,Polar Desert/Rock/Ice
50037,213225,Other
50039,BTT 3 48,Other
50040,CEMWNW73,Other
50044,MOCCASIN,Other
50047,PRESLEY,Polar Desert/Rock/Ice
50048,INDIAN 2,C3 Grassland/Steppe
50049,WELL FIELD,C3 Grassland/Steppe
50050,MEADOWSDIV,C3 Grassland/Steppe
50051,COWHOLLOW2,C3 Grassland/Steppe
50052,SAGEHEN,C3 Grassland/Steppe
50053,PILLAR BT,Temperate Evergreen Needleleaf Forest TmpENF
50054,MOSBY BT,C3 Grassland/Steppe
50055,BLACKRIDGE,C3 Grassland/Steppe
50056,RO,C3 Grassland/Steppe
50057,GREAT RIFT,C3 Grassland/Steppe
50058,POTTER BTE,C3 Grassland/Steppe
50059,DIXIE CRK,Polar Desert/Rock/Ice
50060,IDAHO LINE,Polar Desert/Rock/Ice
50061,HAYMEADOW,Open Shrubland
50063,EAST EVANS,C3 Grassland/Steppe
50064,CHICKEN SP,C3 Grassland/Steppe
50067,CRAIN,Open Shrubland
50068,SOUTHLINE,Open Shrubland
50070,365,C3 Grassland/Steppe
50087,PIETY,Open Shrubland
50088,BELL,Secondary Tropical Evergreen Broadleaf Forest
50089,STONE,Secondary Tropical Evergreen Broadleaf Forest
50090,BLACKHAWK,Secondary Tropical Evergreen Broadleaf Forest
50096,BURGETT,Open Shrubland
50097,QUEMADO,Polar Desert/Rock/Ice
50098,EDWARDS,Secondary Tropical Evergreen Broadleaf Forest
50099,KINNELOA,Secondary Tropical Evergreen Broadleaf Forest
50100,ORTEGA,Secondary Tropical Evergreen Broadleaf Forest
50101,EAGLE,Open Shrubland
50102,GUEJITO,Secondary Tropical Evergreen Broadleaf Forest
50103,MARRE,Secondary Tropical Evergreen Broadleaf Forest
50104,MILL CREEK,Secondary Tropical Evergreen Broadleaf Forest
50105,REPPLIER,Secondary Tropical Evergreen Broadleaf Forest
50106,MARKHAM,Open Shrubland
50107,YELLOW,Secondary Tropical Evergreen Broadleaf Forest
50109,332229,Other
50110,332248,Other
50112,3322292,Other
50114,TAL N 25,Other
50117,332554,Other
50118,332557,Other
50120,TAL S 27,Other
50121,331573,Other
50122,331582,Other
50123,331585,Other
50124,CEMW62,Other
50125,FYUSE 35,Other
50128,313641,Other
50129,331653,Other
50131,331662,Other
50133,CEMNE62,Other
50134,CEDAR WASH,Other
50135,HAQUAHALA,Secondary Tropical Evergreen Broadleaf Forest
50136,111 RANCH,Open Shrubland
50137,ELK HILLS2,Polar Desert/Rock/Ice
50138,ORCHARD,Polar Desert/Rock/Ice
50141,CALIFORNIA,Secondary Tropical Evergreen Broadleaf Forest
50144,RED WASH,Polar Desert/Rock/Ice
50145,WHITE ROCK,Other
50146,MEADOW,Other
50147,PASS,Other
50148,BUNKER,Other
50149,ESCONDIDO,Open Shrubland
50150,MASHED O,Open Shrubland
50151,ELPASODRAW,Open Shrubland
50152,MARTIN,Open Shrubland
50153,LINCH,Open Shrubland
50154,UVAS,Open Shrubland
50156,RANGE,Secondary Tropical Evergreen Broadleaf Forest
50157,LAVADE,Secondary Tropical Evergreen Broadleaf Forest
50158,JALTWO,Open Shrubland
50159,BOTTOM,Other
50160,MOOSE CRK1,Other
50161,TOLKAT RV,Other
50162,MAYDAY,Open Shrubland
50164,GREENMEADO,Secondary Tropical Evergreen Broadleaf Forest
50166,CRATER CRE,Secondary Tropical Evergreen Broadleaf Forest
50168,HIGHWAY 24,Polar Desert/Rock/Ice
50174,RAVINE,Open Shrubland
50188,FREEZEOUT,C3 Grassland/Steppe
50189,FERN CREEK,C3 Grassland/Steppe
50190,DEAN RIDGE,Polar Desert/Rock/Ice
50191,HELEN CREEK,Polar Desert/Rock/Ice
50192,LITTLE WOLF,Polar Desert/Rock/Ice
50193,BLACK BUTTE,Polar Desert/Rock/Ice
50194,NORTH FORK BIG CREEK,Secondary Tropical Evergreen Broadleaf Forest
50195,WEBB KNOB,Secondary Tropical Evergreen Broadleaf Forest
50196,SCENERY 1,Polar Desert/Rock/Ice
50197,SHEEP RANGE 3,Polar Desert/Rock/Ice
50198,WINDY POINT,Polar Desert/Rock/Ice
50199,HENRY PEAK,Polar Desert/Rock/Ice
50203,S CANYON,Secondary Tropical Evergreen Broadleaf Forest
50204,PINNACLE,Secondary Tropical Evergreen Broadleaf Forest
50205,POT,Secondary Tropical Evergreen Broadleaf Forest
50206,POGUE,Other
50208,COTTONWOOD,Open Shrubland
50209,REDINGTON,Open Shrubland
50210,RINCON,Open Shrubland
50211,MULE,Secondary Tropical Evergreen Broadleaf Forest
50213,PATOS,Secondary Tropical Evergreen Broadleaf Forest
50214,BRIDGE,Open Shrubland
50215,PECK,Secondary Tropical Evergreen Broadleaf Forest
50216,CASTLE,Secondary Tropical Evergreen Broadleaf Forest
50217,ARMOR,Secondary Tropical Evergreen Broadleaf Forest
50218,STAR GULCH,C3 Grassland/Steppe
50219,RABBIT CREEK #1,C3 Grassland/Steppe
50222,PIONEER CREEK,Polar Desert/Rock/Ice
50223,BLACK WILLOW,Other
50224,PRUNTY,Polar Desert/Rock/Ice
50225,WILLOW BASIN,Other
50229,TAG,C3 Grassland/Steppe
50233,COTTONWOOD,C3 Grassland/Steppe
50234,DRY CANYON 2,Polar Desert/Rock/Ice
50235,EDGAR CANYON,Polar Desert/Rock/Ice
50237,SHOOTING,Secondary Tropical Evergreen Broadleaf Forest
50238,SECOND,Secondary Tropical Evergreen Broadleaf Forest
50239,JACK #1,Polar Desert/Rock/Ice
50240,SPECIMEN,Polar Desert/Rock/Ice
50241,BARKLEY,Desert
50243,PALM,Secondary Tropical Evergreen Broadleaf Forest
50244,FAIRVIEW,Secondary Tropical Evergreen Broadleaf Forest
50245,LUCAS #4,Polar Desert/Rock/Ice
50246,BIG CREEK,Other
50247,COTTONWOOD,Other
50248,CRYSTAL,Other
50250,POWDER,Polar Desert/Rock/Ice
50253,MENDENHALL,C3 Grassland/Steppe
50254,BOUNDARY,C3 Grassland/Steppe
50255,ALDER,Polar Desert/Rock/Ice
50259,TYEE CREEK,Polar Desert/Rock/Ice
50260,ROUND MTN,Polar Desert/Rock/Ice
50261,HATCHERY CREEK,Polar Desert/Rock/Ice
50262,RAT,Polar Desert/Rock/Ice
50263,COPPER BUTTE,Secondary Tropical Evergreen Broadleaf Forest
50264,FISH DAY,Secondary Tropical Evergreen Broadleaf Forest
50267,NIARADA,Polar Desert/Rock/Ice
50268,MCDONALD,Polar Desert/Rock/Ice
50270,YEDLICK,C3 Grassland/Steppe
50271,LAKEBEDS,C3 Grassland/Steppe
50273,BABY DEAN,C3 Grassland/Steppe
50274,BLACK RIDG,Other
50275,TOWERS-1,Polar Desert/Rock/Ice
50276,TAL S 27,Other
50277,BTT S 49,Other
50279,BTT NE 26,Other
50280,432225,Other
50282,TAL NE 33,Other
50283,404274,Other
50284,404275,Other
50285,431299,Other
50287,404307,Other
50288,412312,Other
50289,413330,Other
50290,FYU W 35,Other
50291,FYU E 76,Other
50293,413547,Other
50294,COYOTE,Polar Desert/Rock/Ice
50295,PERKINS,Polar Desert/Rock/Ice
50296,WARM,Secondary Tropical Evergreen Broadleaf Forest
50298,SODA,Polar Desert/Rock/Ice
50299,BRECKENRDG,Polar Desert/Rock/Ice
50300,ALISO,Secondary Tropical Evergreen Broadleaf Forest
50301,HWY 41,Polar Desert/Rock/Ice
50302,FORT PIUTE,Secondary Tropical Evergreen Broadleaf Forest
50303,TWO ROAD,Other
50304,WAKE,Other
50305,WEST SPR.,Temperate Evergreen Needleleaf Forest TmpENF
50306,DEVILS CR.,C3 Grassland/Steppe
50308,OTA 9,C3 Grassland/Steppe
50309,POINT WELL,Temperate Evergreen Needleleaf Forest TmpENF
50310,HAWLEY 2,Temperate Evergreen Needleleaf Forest TmpENF
50311,ELEVATOR,C3 Grassland/Steppe
50312,BUTTE CITY,C3 Grassland/Steppe
50313,BUCKSKIN,C3 Grassland/Steppe
50314,HALLELUJAH,Other
50315,HOLBROOK,Other
50316,LONE MTN,Polar Desert/Rock/Ice
50317,MAHOGANY,Polar Desert/Rock/Ice
50318,GOOSE CRK,Polar Desert/Rock/Ice
50319,RAIN,Polar Desert/Rock/Ice
50320,WOODHILLS,Polar Desert/Rock/Ice
50322,GREGERSON,Other
50323,MOORE,Polar Desert/Rock/Ice
50324,PORPHYRY,Polar Desert/Rock/Ice
50325,OSCURA,Secondary Tropical Evergreen Broadleaf Forest
50326,ORGAN,Open Shrubland
50327,HAT,Open Shrubland
50328,LOVELACE,Secondary Tropical Evergreen Broadleaf Forest
50329,BLACK,Secondary Tropical Evergreen Broadleaf Forest
50330,SHEARING,Secondary Tropical Evergreen Broadleaf Forest
50331,SOUTH,Secondary Tropical Evergreen Broadleaf Forest
50332,EPPERS,Secondary Tropical Evergreen Broadleaf Forest
50334,FERRYCANYN,C3 Grassland/Steppe
50335,SMITHCANYN,C3 Grassland/Steppe
50337,NARROWS,Polar Desert/Rock/Ice
50339,HORN BUTTE,Polar Desert/Rock/Ice
50340,THIRTYMILE,C3 Grassland/Steppe
50343,MILFORDBEN,Other
50344,BITTCRCOMP,Other
50345,ANTELOPEMT,Other
50347,SIMPSON BT,Desert
50348,DAVIS MTN,Desert
50349,ROUND TOP,Desert
50352,E HARKER,Other
50353,REILLY CNY,Other
50354,COLDCREEK,Polar Desert/Rock/Ice
50358,BARREL SPR,Polar Desert/Rock/Ice
50359,ADAIR #2,Secondary Tropical Evergreen Broadleaf Forest
50360,STARVATION CREEK,Secondary Tropical Evergreen Broadleaf Forest
50361,ESTUFA,Open Shrubland
50362,WESTEX,Open Shrubland
50364,TERN,Polar Desert/Rock/Ice
50365,ROBINSON,Polar Desert/Rock/Ice
50366,HORIZON,Other
50368,CK CREEK,Polar Desert/Rock/Ice
50369,CHICAGOLAK,Polar Desert/Rock/Ice
50370,COTTONWOOD,Secondary Tropical Evergreen Broadleaf Forest
50371,SEEHORN 94,Open Shrubland
50372,CENTRAL P,Secondary Tropical Evergreen Broadleaf Forest
50373,BADGER,Polar Desert/Rock/Ice
50376,UNIT6ARSON,Open Shrubland
50399,ORACLE,Open Shrubland
50413,GOOD FRIDAY,Polar Desert/Rock/Ice
50414,HETT,Secondary Tropical Evergreen Broadleaf Forest
50415,ED,Secondary Tropical Evergreen Broadleaf Forest
50417,SOUTH,Secondary Tropical Evergreen Broadleaf Forest
50418,BONNER,Secondary Tropical Evergreen Broadleaf Forest
50419,SPRITE,Secondary Tropical Evergreen Broadleaf Forest
50420,H.B.,Secondary Tropical Evergreen Broadleaf Forest
50422,BASIN,Secondary Tropical Evergreen Broadleaf Forest
50423,SQUAW,Secondary Tropical Evergreen Broadleaf Forest
50424,RIVER,Secondary Tropical Evergreen Broadleaf Forest
50425,BATTLE CREEK,Polar Desert/Rock/Ice
50426,TERRA,Desert
50427,PERRY CANYON,Polar Desert/Rock/Ice
50429,EL MONTE,Open Shrubland
50430,POLE,Other
50431,VERBENIA,Secondary Tropical Evergreen Broadleaf Forest
50432,APACHE,Secondary Tropical Evergreen Broadleaf Forest
50433,TERRAPIN CREEK,Secondary Tropical Evergreen Broadleaf Forest
50435,LITTLE GABBRO,Polar Desert/Rock/Ice
50436,R92,Polar Desert/Rock/Ice
50437,MONTEZUMA,Secondary Tropical Evergreen Broadleaf Forest
50438,CHUICHU02,Open Shrubland
50439,LOST,Polar Desert/Rock/Ice
50440,532370,Other
50441,LIV E 19,Other
50442,MUD MTN,Other
50443,NEVERSHINE,Other
50444,TASTEFULL,Other
50445,STOVE,Secondary Tropical Evergreen Broadleaf Forest
50447,TOWERII,Other
50448,SENATORII,Polar Desert/Rock/Ice
50449,JOESHILL,Secondary Tropical Evergreen Broadleaf Forest
50450,ICEHOUSE,Secondary Tropical Evergreen Broadleaf Forest
50451,46,Polar Desert/Rock/Ice
50452,PEORIA,Other
50453,MIDWAY,Polar Desert/Rock/Ice
50454,DAWSON,Secondary Tropical Evergreen Broadleaf Forest
50455,SYCAMORE,Open Shrubland
50456,INITIAL PT,C3 Grassland/Steppe
50457,POT HOLE,Temperate Evergreen Needleleaf Forest TmpENF
50459,POINT,C3 Grassland/Steppe
50460,TUANA,Temperate Evergreen Needleleaf Forest TmpENF
50461,S. CLOVER,C3 Grassland/Steppe
50462,INSIDE DES,C3 Grassland/Steppe
50464,BLUE GULCH,C3 Grassland/Steppe
50465,SIGNALBUT.,C3 Grassland/Steppe
50466,CROSSROAD,C3 Grassland/Steppe
50467,BLACKFOOT,C3 Grassland/Steppe
50469,WALCOTT,Temperate Evergreen Needleleaf Forest TmpENF
50470,BEARTRAP,Temperate Evergreen Needleleaf Forest TmpENF
50472,GRANT COUL,Polar Desert/Rock/Ice
50473,FRENCHIE1,Desert
50474,DANN,Desert
50475,IZEN,Polar Desert/Rock/Ice
50477,BUFFALO,Desert
50478,JUPITER,Polar Desert/Rock/Ice
50479,BARBER CYN,Polar Desert/Rock/Ice
50480,RADIO,Secondary Tropical Evergreen Broadleaf Forest
50484,MILFORDPAS,Other
50485,CEDAR POCK,Other
50486,VC#2,Other
50487,TRIANGLE,Other
50488,TURKEY,Other
50489,LAVA RIDGE,Other
50494,COVINGTON,Secondary Tropical Evergreen Broadleaf Forest
50495,VISION,Other
50496,E112,Open Shrubland
50498,MCRNORTH,Open Shrubland
50499,WESTSIDE,Secondary Tropical Evergreen Broadleaf Forest
50504,RIO,Secondary Tropical Evergreen Broadleaf Forest
50520,POT,Secondary Tropical Evergreen Broadleaf Forest
50521,CLARK PEAK,Open Shrubland
50524,DAMON/LONG,Polar Desert/Rock/Ice
50525,LONE,Secondary Tropical Evergreen Broadleaf Forest
50526,BELLI,Other
50527,DALTON 3,Polar Desert/Rock/Ice
50531,RACER,Other
50532,STOCKWELL,Polar Desert/Rock/Ice
50534,SMILEY,Polar Desert/Rock/Ice
50536,BRIDGE,Polar Desert/Rock/Ice
50537,DISAPPOINTMENT,Other
50538,BIG BRUIN/PNF,C3 Grassland/Steppe
50539,FAYETTE,Temperate Evergreen Needleleaf Forest TmpENF
50540,SWET CREEK,Polar Desert/Rock/Ice
50543,BRIDGER KNOLL,Other
50544,JUMP,Other
50547,TOWER,C3 Grassland/Steppe
50550,WARRIORS FACE,Polar Desert/Rock/Ice
50552,WHITEFEATHER LAKE,Polar Desert/Rock/Ice
50554,SLOANS RIDGE,Polar Desert/Rock/Ice
50556,POLE CREEK,Other
50557,CANYON,Polar Desert/Rock/Ice
50558,SHEPARD MTN,C3 Grassland/Steppe
50559,CANYON,Other
50560,BUFFALO CREEK,Other
50561,COYOTE,Polar Desert/Rock/Ice
50562,MADDALENA,Other
50564,DOME,Polar Desert/Rock/Ice
50565,EIGHTH STREET,C3 Grassland/Steppe
50571,ACKERSON,Other
50572,COYOTE PNF,Polar Desert/Rock/Ice
50573,UPLAND ISLAND,Open Shrubland
50574,FORK,Other
50575,SPRING,C3 Grassland/Steppe
50576,TRIMMER 2,Other
50577,ADELAIDE,Other
50578,ALDERRIDGE,Temperate Evergreen Needleleaf Forest TmpENF
50579,GRAND,Secondary Tropical Evergreen Broadleaf Forest
50580,BEE #2,Secondary Tropical Evergreen Broadleaf Forest
50582,HIGHWAY 58,Polar Desert/Rock/Ice
50583,HONDO,Other
50584,WILD,Polar Desert/Rock/Ice
50585,SUR,Other
50588,ALLENTOWN5,Polar Desert/Rock/Ice
50589,SIMNASHO,Polar Desert/Rock/Ice
50592,LASTSTAND,Polar Desert/Rock/Ice
50593,COLFAX,Polar Desert/Rock/Ice
50594,ROLLOVER,C3 Grassland/Steppe
50595,CHINO WELL,Secondary Tropical Evergreen Broadleaf Forest
50596,WHITESPRG,Secondary Tropical Evergreen Broadleaf Forest
50597,PETAN/DRY,Polar Desert/Rock/Ice
50598,HILLBILLY,Other
50599,603159,Other
50600,631305 STE,Other
50601,632321,Other
50604,603411,Other
50605,613415,Other
50606,WINDY CREE,Other
50608,631460  BI,Other
50609,604463,Other
50610,632469,Other
50611,632472,Other
50612,632482,Other
50613,SLED ROADS,Other
50614,HOCHANDOCT,Other
50615,CIRC MOUNT,Other
50616,DAVID CREE,Other
50618,DEADMAN IS,Other
50619,42 MILE CR,Other
50621,632521,Other
50623,SLENDER SM,Other
50627,HWY 41,Polar Desert/Rock/Ice
50629,MESA CMPLX,Polar Desert/Rock/Ice
50630,MERCY,Other
50631,GILBRETH,Polar Desert/Rock/Ice
50634,ROGGE,Other
50635,KAWEAH,Other
50637,WHITEOAK,Secondary Tropical Evergreen Broadleaf Forest
50638,WOLFSKILL,Secondary Tropical Evergreen Broadleaf Forest
50639,CORRAL,Polar Desert/Rock/Ice
50641,HATCHET,Other
50642,SINKERBUTT,C3 Grassland/Steppe
50644,BROWNSGLCH,Temperate Evergreen Needleleaf Forest TmpENF
50645,COYOTEBT.,C3 Grassland/Steppe
50646,YOTE BUTTE,C3 Grassland/Steppe
50647,ANTELOPE,C3 Grassland/Steppe
50649,BASE,C3 Grassland/Steppe
50650,3 CR. WELL,C3 Grassland/Steppe
50651,SWINTRCAMP,Temperate Evergreen Needleleaf Forest TmpENF
50652,CRANEFALLS,Temperate Evergreen Needleleaf Forest TmpENF
50653,CANYON CR.,C3 Grassland/Steppe
50654,KUNA,C3 Grassland/Steppe
50655,OTA 18,C3 Grassland/Steppe
50656,OTA 21,C3 Grassland/Steppe
50657,COTTONWOOD,Polar Desert/Rock/Ice
50659,MABEY,Temperate Evergreen Needleleaf Forest TmpENF
50660,COX'S WELL,C3 Grassland/Steppe
50661,MULEBUTTE1,C3 Grassland/Steppe
50662,MULEBUTTE2,C3 Grassland/Steppe
50665,LAKEWALCOT,C3 Grassland/Steppe
50666,ELBA,C3 Grassland/Steppe
50667,NORTH WAPI,Temperate Evergreen Needleleaf Forest TmpENF
50669,TIP TOP,C3 Grassland/Steppe
50673,SLAVEN II,Desert
50674,DESERTPEAK,Other
50675,SUNRISE,Other
50676,SHEEP#1,Polar Desert/Rock/Ice
50677,DIVISION,Polar Desert/Rock/Ice
50678,GOLDQUARRY,Polar Desert/Rock/Ice
50679,TUNNEL,Polar Desert/Rock/Ice
50680,SUSIE,Polar Desert/Rock/Ice
50681,OREGON,Polar Desert/Rock/Ice
50682,BOBS FLAT,Polar Desert/Rock/Ice
50683,UP BOULDER,Polar Desert/Rock/Ice
50684,FRENCHIE,Polar Desert/Rock/Ice
50685,MULE,Other
50686,BOYD,Other
50687,MAYNARD,Other
50688,SHOEMAKE,Other
50689,SILVER STA,Polar Desert/Rock/Ice
50690,FLAT CR.,Polar Desert/Rock/Ice
50691,ROCK HILL,Polar Desert/Rock/Ice
50692,HUMBOLDT,Polar Desert/Rock/Ice
50693,LITTLEVALL,Other
50695,GETCHELL,Polar Desert/Rock/Ice
50696,DUTCH FLAT,Polar Desert/Rock/Ice
50697,N CHIMNEY,Polar Desert/Rock/Ice
50698,2 FORKS,Polar Desert/Rock/Ice
50699,WMCAMT3,Polar Desert/Rock/Ice
50700,BLOODRUN2,Polar Desert/Rock/Ice
50701,COYOTE,Polar Desert/Rock/Ice
50702,SPAULDING2,Polar Desert/Rock/Ice
50703,ARCHULETA,Other
50707,BUZZARD,C3 Grassland/Steppe
50717,HONEY BOY,Other
50718,CUNNINGHAM,Other
50719,LTL SAHARA,Other
50720,TWIN,Other
50721,EIGHTMILE,Other
50722,CHERRY CK,Other
50723,LEAMINGTON,Other
50724,WASH,Other
50725,ERICCOMPLX,Other
50726,EAST SAGE,Other
50727,FRISCOPEAK,Other
50728,SARAH,Other
50729,ROUND TOP,Desert
50730,SOLDIER PS,Desert
50731,SHEEP ROCK,Other
50733,DAVIS KNOL,Desert
50735,SIMPSON,Desert
50736,CAMP FLOYD,Desert
50737,TEDDY BEAR,Desert
50738,SOUTH DUGW,Other
50741,ELEPHANT 2,C3 Grassland/Steppe
