,fire_name,fire_size,stat_cause_descr,latitude,longitude,state,discovery_month,putout_time,year
9563,FIRESTONE,2.0,Debris Burning,33.26666667,-79.91666667,SC,Mar,0,2000
9564,VIKING WAY (11),3.5,Lightning,26.2605,-81.7847,FL,Aug,0,2012
9565,WARD,3.0,Debris Burning,37.03944444,-120.82,CA,Aug,0,2005
9566,BREWER CEMETARY,3.0,Arson,35.635,-93.985,AR,Oct,1 days 00:00:00.000000000,1997
9567,HENDERSON - 073,10.0,Arson,32.06473333,-95.77268333,TX,Feb,0,2009
9568,TONALEA,12.0,Arson,36.31472,-110.92352,AZ,May,2 days 00:00:00.000000000,2012
9569,RUCKS DAIRY RD  (22),81.0,Campfire,27.1781,-80.9587,FL,Feb,0,2014
9570,LEAF,35.0,Miscellaneous,39.02861111,-78.66722222,WV,Apr,3 days 00:00:00.000000000,2000
9571,TOMMY,1.0,Arson,34.7608,-98.4553,OK,Feb,0,2010
9572,LIVINGSTON - 647,2.0,Lightning,31.10258333,-93.70015,TX,Jul,0,2011
9573,FOUR CORNERS,170.0,Equipment Use,34.8294,-95.6592,OK,Aug,0,2006
9574,958,1.0,Debris Burning,31.51588405,-90.53720354,MS,Oct,0,2015
9575,TGU SARON FRUIT,3.0,Lightning,40.3303,-122.18968999999998,CA,Jun,0,2008
9576,CECIL,168.0,Lightning,43.664,-119.7872,OR,Jul,3 days 00:00:00.000000000,2003
9577,BUCK,5.0,Debris Burning,33.1434,-110.129,AZ,May,1 days 00:00:00.000000000,1995
9578,HALLOWEEN #2,2.5,Arson,32.07388889,-89.59638889,MS,Oct,0,2005
9579,CHOWCHILLA,3.0,Missing/Undefined,37.090833,-120.269067,CA,May,0,2013
9580,EGLEY SOUTH,500.0,Lightning,43.5333,-119.32,OR,Jul,48 days 00:00:00.000000000,2007
9581,BLUE SHELL,1.5,Debris Burning,34.87708,-106.6861,NM,Apr,0,2011
9582,OROZCO,2.0,Arson,41.0826,-123.6967,CA,Jul,0,2009
9583,MESA FARM RD,1.0,Debris Burning,36.8761,-108.7592,NM,Jul,1 days 00:00:00.000000000,2014
9584,FY2012-NEWTON-006,0.7,Miscellaneous,33.56895856,-83.89014828,GA,Oct,0,2011
9585,SINCLAIRE 93,2.0,Debris Burning,48.86722222,-115.03555559999998,MT,Apr,0,2002
9586,MUELLER,15.0,Lightning,64.7327,-156.5858,AK,Jul,3 days 00:00:00.000000000,1999
9587,110 HOG,8.0,Miscellaneous,31.395555600000005,-93.1669444,LA,Nov,0,2010
9588,9,40.0,Arson,34.6501,-95.0836,OK,Jan,0,1996
9589,SALEM ROAD,2.3,Children,40.19942,-77.81736,PA,Apr,0,2014
9590,RUSSO FIRE,5.0,Smoking,34.53416667,-101.7341667,TX,Jun,0,2011
9591,CORNER,1.0,Miscellaneous,46.0875,-100.6325,ND,Apr,0,2015
9592,SHEEP,0.7,Lightning,45.34055556,-116.26583329999998,ID,Aug,1 days 00:00:00.000000000,2009
9593,ORR,20.7,Missing/Undefined,39.184228,-123.251934,CA,Jul,0,2015
9594,EUCLID,1.0,Arson,34.17166667,-117.67,CA,Aug,0,1995
9595,PUNCHEON,13.0,Campfire,35.691641,-83.663628,TN,Jun,1 days 00:00:00.000000000,1993
9596,SPRUCE PINE #1,601.0,Debris Burning,37.64162,-83.16957,KY,Apr,1 days 00:00:00.000000000,2007
9597,COMBY RIDGE RD,80.0,Arson,36.44205,-83.40718000000001,TN,Mar,0,2007
9598,JUMP (54),5.0,Lightning,29.5409,-81.5246,FL,Jun,0,2011
9599,FLAT TOP,13.0,Debris Burning,35.6055556,-93.6444444,AR,Mar,0,2010
9600,FM 35,75.0,Equipment Use,32.96769949,-96.29260768,TX,Jun,0,2010
9601,BEAR HAMMOCK (42),13.0,Lightning,29.0553,-82.5019,FL,Jun,0,2015
9602,ASHURST,466.0,Powerline,36.4833,-120.7677,CA,Jul,0,1995
9603,RL031,1.0,Debris Burning,48.0427,-95.5406,MN,Apr,0,2004
9604,FY2011-MONROE-014,4.1,Debris Burning,33.18440397,-83.89089089,GA,Feb,0,2011
9605,INC #9,1.0,Lightning,48.87861111,-118.7727778,WA,Jun,0,2003
9606,OG,2.0,Lightning,46.2972,-100.6271,ND,Jul,0,2002
9607,BEAVER RD,40.0,Equipment Use,42.5477,-111.8308,ID,Sep,0,1998
9608,LIMESTONE,2.0,Lightning,33.09388889,-109.2711111,AZ,Jul,1 days 00:00:00.000000000,2005
9609,FIVE MILE,5.0,Lightning,48.6625,-108.3601,MT,Jul,0,2000
9610,WEST GLADES (22),5.0,Equipment Use,26.8057,-81.4423,FL,Jan,0,2014
9611,263,3.0,Debris Burning,38.9,-95.61,KS,Mar,0,2015
9612,BEHIVE,45.0,Debris Burning,47.32722222,-120.3875,WA,Oct,7 days 00:00:00.000000000,2009
9613,LINDEN - 165,12.0,Miscellaneous,33.14253889,-94.704625,TX,May,0,2011
9614,LOST HORSE FIRE,2.7,Lightning,46.13388889,-114.37194440000002,MT,Jul,1 days 00:00:00.000000000,2009
9615,BENNY 1,4.0,Debris Burning,38.32138889,-95.98666667,KS,Mar,0,2006
9616,FY2014-RANDOLPH-009,1.0,Debris Burning,31.89261389,-84.74063056,GA,Mar,1 days 00:00:00.000000000,2014
9617,LLANO,3.0,Miscellaneous,40.436233,-122.400283,CA,Jul,0,2013
9618,MILL,1.7,Lightning,39.48583333,-121.07833329999998,CA,Oct,2 days 00:00:00.000000000,2015
9619,TUM,1.5,Fireworks,48.8589,-100.0254,ND,Jun,1 days 00:00:00.000000000,1997
9620,OR13,3.0,Smoking,42.1167,-96.367,NE,Mar,0,1996
9621,PEAK,2.0,Lightning,33.54611111,-105.76666670000002,NM,Jun,1 days 00:00:00.000000000,2008
9622,RATTLESNAKE(54),4.0,Miscellaneous,29.7253,-81.5923,FL,Jun,0,2011
9623,BRITT PLANTATION FIRE,10.0,Missing/Undefined,34.44116667,-79.07,NC,Jul,0,2011
9624,NIMMD,31.1,Arson,36.6589,-96.9297,OK,Mar,0,2009
9625,HUNGRY HIPPO,18.3,Lightning,47.71777778,-106.2177778,MT,Aug,11 days 00:00:00.000000000,2010
9626,BEDONIE,11.0,Debris Burning,36.6667,-110.4174,AZ,Jul,0,1997
9627,STOUT,12768.0,Lightning,43.12659,-115.40838,ID,Jul,4 days 00:00:00.000000000,2012
9628,BUFFALO RANCH,6.0,Lightning,40.3822,-117.4789,NV,Jun,1 days 00:00:00.000000000,2006
9629,WIN11,8.0,Smoking,42.1167,-96.367,NE,Mar,0,2000
9630,EASTER,2.0,Arson,30.42166667,-82.27166667,FL,Apr,0,2000
9631,FAT MAN RIDGE,2700.0,Lightning,45.79166667,-114.19,MT,Aug,68 days 00:00:00.000000000,2000
9632,DEEPSLEEP,2.0,Arson,41.0832,-123.6984,CA,Jul,1 days 00:00:00.000000000,2004
9633,RIDGEVIEW DR.,1.0,Equipment Use,39.27388533,-78.57128499,WV,Nov,0,2011
9634,TOWER ROAD,4.0,Equipment Use,44.737806,-68.904833,ME,May,0,2013
9635,BEVERIDGE,1.0,Children,47.7458,-102.6661,ND,May,0,2005
9636,CLOVER 2,3.0,Arson,40.495361,-122.514619,CA,Aug,0,1998
9637,SHEEP CYN,45.0,Lightning,37.5166,-114.0341,UT,Jul,5 days 00:00:00.000000000,1994
9638,ANTLER ROAD,2.5,Powerline,47.9372,-117.4044,WA,Jul,16 days 00:00:00.000000000,2008
9639,CARVER HOLLOW LANE,3.0,Arson,36.402633,-85.861917,TN,Jun,0,2012
9640,WALNUT FORK,10.0,Debris Burning,39.46302857,-80.73466894,WV,Apr,0,2012
9641,ROCKY,20.0,Arson,33.3167,-110.4518,AZ,May,0,1998
9642,HOFFMAN 1,10.0,Miscellaneous,36.9433,-94.7128,OK,Feb,0,2009
9643,WATERING TROUGH #3,3.0,Arson,35.32,-84.31361109999999,TN,Apr,0,2010
9644,INTERNATIONAL PAPER,2500.0,Arson,30.58555556,-88.81916667,MS,Apr,5 days 00:00:00.000000000,1999
9645,CYPRESS,60.0,Arson,33.7139,-117.2509,CA,Jul,1 days 00:00:00.000000000,1997
9646,THOMPSON,3.0,Lightning,35.8,-106.9006,NM,Jul,0,1997
9647,FEDERAL DAM,18.2,Arson,47.24944444,-94.21972222,MN,Apr,0,2002
9648,CASINO,3.5,Fireworks,37.2119,-108.6811,CO,Jul,0,2005
9649,6056,10.0,Equipment Use,33.38966667,-94.39795,TX,Feb,0,2015
9650,SIRUK CREE,3132.0,Lightning,66.7062,-153.8443,AK,Jul,23 days 00:00:00.000000000,1999
9651,ZIMMERMAN,1.0,Arson,45.91,-94.2069,MN,Nov,0,2001
9652,BRADY MTN,50.8,Arson,35.7939,-84.952067,TN,Nov,0,2011
9653,SMITH,1.8,Children,45.0625,-101.4565,SD,Mar,0,2005
9654,CANAL,26.0,Arson,44.8622,-108.2729,WY,Mar,2 days 00:00:00.000000000,2006
9655,WYMAN GULCH,7.0,Lightning,46.32972222,-113.7763889,MT,Jul,4 days 00:00:00.000000000,2000
9656,62,20.0,Debris Burning,38.51,-94.85,KS,Mar,0,2015
9657,70715,1.0,Miscellaneous,37.18,-101.35,KS,Jul,0,2015
9658,SCENIC,1.0,Lightning,38.51833333,-112.31,UT,Jul,2 days 00:00:00.000000000,1996
9659,46,50.0,Arson,47.9442,-99.0853,ND,Apr,0,2008
9660,HIGHWAY,40.0,Miscellaneous,47.5165,-120.3179,WA,Aug,0,1993
9661,LINDEN - 58,1.0,Debris Burning,33.24551651,-94.19692371,TX,Apr,0,2010
9662,CASE ROAD,0.9,Equipment Use,44.328514,-69.89836700000001,ME,Apr,0,2013
9663,GREG'S ADDITION,2.0,Debris Burning,45.44111111,-93.75,MN,Apr,0,2006
9664,20070,2.0,Debris Burning,34.95094999,-95.01936667,OK,Mar,0,2011
9665,POOLSIDE IN NOVEMBER,1.0,Miscellaneous,37.03585,-86.8492,KY,Nov,0,2010
9666,CANNON,1.0,Powerline,47.90411,-117.92645,WA,Aug,11 days 00:00:00.000000000,2014
9667,TROUT,1.0,Lightning,41.41583333,-121.9552778,CA,Aug,0,2008
9668,MUDSPRINGS,1.0,Lightning,36.4992,-106.8834,NM,Jul,0,2003
9669,BULLROCK,4.0,Missing/Undefined,45.75,-101.1171,SD,Sep,0,1996
9670,FY2012-HANCOCK-003,69.29,Lightning,33.40830301,-82.8473037,GA,Jul,1 days 00:00:00.000000000,2011
9671,FY2012-COOK-046,1.07,Debris Burning,31.22730804,-83.45872858,GA,May,0,2012
9672,ELDEN,1.0,Campfire,35.23305556,-111.5794444,AZ,Apr,0,2007
9673,FY2012-TROUP-016,20.0,Debris Burning,33.06160054,-85.15637613,GA,Mar,0,2012
9674,CRAWFORD REPEATER,1.0,Lightning,41.63247857,-111.1257614,UT,Aug,1 days 00:00:00.000000000,2013
9675,NEW LEBANON CHURCH ROAD,2.0,Debris Burning,36.35126666,-79.82555,NC,Mar,0,2014
9676,SANDWICH (35),20.0,Debris Burning,28.8038,-81.5202,FL,Jan,2 days 00:00:00.000000000,2012
9677,ROBBINS,3.0,Arson,38.37472222,-76.07638889,MD,Feb,0,2008
9678,REDBOX,9.0,Lightning,33.6001,-110.1857,AZ,Jul,2 days 00:00:00.000000000,1994
9679,FY2013-LOWNDES-029,1.0,Debris Burning,30.93416667,-83.26010556,GA,Jan,0,2013
9680,RL 029,1.0,Arson,47.875,-94.9917,MN,Apr,0,2013
9681,COW GULCH,45.0,Lightning,46.2302,-108.104,MT,Jul,0,2002
9682,FY2002-DECATUR-061,9.4,Debris Burning,31.0703,-84.5944,GA,Feb,0,2002
9683,BIRD1,3.5,Powerline,45.0611,-100.3574,SD,Aug,0,1999
9684,PRUITT LAKE,4.0,Campfire,31.0175,-89.10138889,MS,Nov,1 days 00:00:00.000000000,1999
9685,FY2014-CANDLER-009,4.4,Debris Burning,32.37609722,-82.12620556,GA,Jan,0,2014
9686,BEND,1.0,Arson,34.11666667,-94.73555556,OK,Jul,0,2011
9687,SIMS RD FIRE,34.0,Arson,35.61766666,-82.40011666,NC,Apr,1 days 00:00:00.000000000,2010
9688,AWI UYOHUSV,20.0,Arson,35.7228,-94.5508,OK,Nov,0,2010
9689,FY2013-SUMTER-007,0.67,Children,32.01,-84.38583333,GA,Jul,0,2012
9690,ASENAP,12.0,Equipment Use,34.6478,-98.7569,OK,Oct,0,2006
9691,262,1.3,Arson,34.9522222,-89.03277779999999,MS,Sep,0,2010
9692,BEAR CREEK,2.5,Campfire,48.24666667,-115.54666670000002,MT,Jul,1 days 00:00:00.000000000,1994
9693,1.09201E+13,1.0,Debris Burning,30.7479805,-89.56053871,MS,Mar,1 days 00:00:00.000000000,2014
9694,TONEY'S BR.,4.0,Arson,38.16044816,-81.61327926,WV,Mar,1 days 00:00:00.000000000,2003
9695,ROCK BRIDGE,4.0,Campfire,37.775,-83.575,KY,Apr,1 days 00:00:00.000000000,1996
9696,LESSON,22.8,Arson,35.462669,-95.742359,OK,Mar,2 days 00:00:00.000000000,2010
9697,LINDEN - 6012,1.0,Powerline,33.20861111,-94.64777778,TX,Jan,0,2012
9698,CRUNCH,2.0,Debris Burning,48.8397,-99.7365,ND,Apr,0,2001
9699,DEEP CREEK,1.0,Arson,42.4183,-114.7511,ID,Jul,0,2006
9700,NTAZWYD,0.8,Children,48.2964,-109.9872,MT,Jul,0,2006
9701,STEWARTSTOWN ROAD,2.0,Debris Burning,39.70149168,-79.90478611,WV,Apr,0,2015
9702,RL333,5.0,Arson,47.8647,-94.965,MN,Jul,0,2007
9703,BUCKHILL (35),8.0,Campfire,28.6589,-81.7638,FL,Feb,0,2012
9704,POSADA,1.0,Arson,25.8862,-97.4567,TX,Dec,0,2003
9705,INA,3.0,Arson,33.3353,-110.4518,AZ,May,0,2001
9706,FY2015-HALL-001,0.51,Children,34.48755,-83.72025,GA,Jul,0,2014
9707,PARADISE,16.0,Lightning,41.9291,-116.0843,NV,Aug,0,1994
9708,CHAPMAN,10.0,Arson,36.3986,-96.6644,OK,Mar,0,2007
9709,7TH STNDRD,20.0,Miscellaneous,35.4166,-119.7843,CA,Aug,0,1994
9710,HWY 6,0.52,Railroad,40.03770737,-111.5334476,UT,Jun,1 days 00:00:00.000000000,2013
9711,KRISTI,1.0,Lightning,38.865,-111.8066667,UT,Aug,2 days 00:00:00.000000000,1996
9712,FALCONWOOD ROAD,3.0,Debris Burning,39.42519561,-78.46730058,WV,Nov,0,2013
9713,ROCK SPRIN,80.0,Debris Burning,36.69757,-84.03398,KY,Nov,1 days 00:00:00.000000000,2012
9714,BRINKHOFF #12-55,3.0,Arson,29.8358,-81.3684,FL,May,1 days 00:00:00.000000000,2011
9715,SCUDDY MOUNTAIN,2.0,Debris Burning,37.1894,-83.0789,KY,Feb,0,2015
9716,CRIPPS BEND,14.0,Lightning,37.6375,-89.44305556,IL,May,11 days 00:00:00.000000000,2000
9717,WEATHDACHKOAH,93.0,Arson,34.7753,-98.2536,OK,Mar,1 days 00:00:00.000000000,2008
9718,LIVINGSTON - 605,1.0,Lightning,30.43111111,-94.21916667,TX,Jul,0,2011
9719,FY2013-APPLING-040,1.66,Debris Burning,31.908125,-82.36168889,GA,Feb,0,2013
9720,FOXHOLM#1,2100.0,Miscellaneous,48.416,-101.583,ND,Oct,0,1997
9721,HOT KNOB FIRE,3.0,Miscellaneous,38.57277778,-82.63805556,OH,Jun,2 days 00:00:00.000000000,2007
9722,OUTLAW,2.0,Lightning,38.6019,-108.8012,CO,May,1 days 00:00:00.000000000,2002
9723,HENDERSON - 115,5.0,Miscellaneous,32.363,-94.89633333,TX,Sep,0,2010
9724,FY2011-BEN HILL-041,2.3,Children,31.7579154,-83.14227057,GA,Jan,0,2011
9725,RANCHO CALIFORNIA RD / MO,1.0,Children,33.5094,-117.1375,CA,May,0,2013
9726,CLUB,7.0,Arson,33.74985,-117.28405,CA,Sep,0,2001
9727,6073,26.0,Arson,32.66688333,-95.39123333,TX,Mar,0,2013
9728,2092,12.0,Campfire,37.79944444,-83.60611111,KY,Feb,0,2008
9729,JANUARY,1.0,Miscellaneous,33.94222222,-110.9597222,AZ,Jan,1 days 00:00:00.000000000,2013
9730,GROUSE CREEK,2.0,Lightning,45.51138889,-113.985,ID,Jun,5 days 00:00:00.000000000,2003
9731,CROWDAM RD,2.0,Miscellaneous,47.5,-114.2,MT,Aug,0,1994
9732,GRUCHALSKI,4.0,Miscellaneous,41.696389,-89.354167,IL,Mar,0,2008
9733,I84MP87,1.0,Equipment Use,43.1841,-115.7845,ID,Jul,0,1998
9734,30362,4.0,Equipment Use,36.22030001,-95.03831667,OK,Jul,0,2011
9735,NEW SWEDEN,1.0,Debris Burning,46.98333325,-68.06666534,ME,May,0,1993
9736,DOMINGUEZ,12.0,Missing/Undefined,37.3519,-113.2664,UT,Aug,4 days 00:00:00.000000000,2009
9737,ARMSTRONG,5.0,Arson,38.243431,-120.436911,CA,Nov,1 days 00:00:00.000000000,2002
9738,WEST CORNE,400.0,Debris Burning,48.8122,-100.0746,ND,May,0,2001
9739,REYOS,3.0,Debris Burning,40.325,-109.8896,UT,Mar,0,1994
9740,WINNER 1,1.0,Fireworks,43.3589,-99.8464,SD,Jul,0,2006
9741,HACKER,8.0,Children,43.043,-102.5407,SD,Feb,0,2002
9742,BIGGS RD FIRE,15.0,Missing/Undefined,34.62923333,-79.18191667,NC,Mar,0,2011
9743,FY2011-DODGE-159,4.64,Debris Burning,32.10627001,-83.23407513,GA,Jun,0,2011
9744,DESERT CREEK 2,5.0,Equipment Use,38.65805556,-119.3225,NV,Jun,2 days 00:00:00.000000000,2007
9745,THRUSH,100.0,Missing/Undefined,38.404722,-93.604722,MO,Feb,0,2006
9746,GRAND,4346.0,Miscellaneous,34.81888889,-118.9108333,CA,May,6 days 00:00:00.000000000,2013
9747,SOUTH BOUNDARY,1.0,Debris Burning,37.42833333,-91.035,MO,Mar,0,1995
9748,LOCAL,2.0,Smoking,34.0263,-116.571761,CA,Sep,0,1998
9749,FERRIS CROSSING,1.0,Campfire,41.46403,-107.1651,WY,May,0,2012
9750,GREER RD.,1300.0,Missing/Undefined,41.775278,-73.085833,CT,Apr,1 days 00:00:00.000000000,2008
9751,PINTO SPRINGS,3.3,Miscellaneous,37.54666667,-113.4738889,UT,Aug,0,2011
9752,FY2013-TROUP-011,40.0,Debris Burning,33.18405,-84.93785278,GA,Mar,0,2013
9753,ALLENSWORTH,26.0,Miscellaneous,35.8333,-119.4664,CA,May,0,2010
9754,SHOEMAKER5,1.0,Arson,41.0165,-123.6512,CA,Jul,0,2002
9755,3.2014E+11,32.0,Debris Burning,34.92819008,-88.73726137,MS,Mar,1 days 00:00:00.000000000,2014
9756,POWER DROP,1.0,Powerline,37.8183,-118.5976,CA,Aug,0,1998
9757,KEYSTONE,81.0,Structure,48.5385,-119.5717,WA,May,24 days 00:00:00.000000000,2009
9758,CRO3161712,3.0,Debris Burning,35.203,-90.77482,AR,May,0,2014
9759,TAYLOR MOUNTAIN ROAD,2862.0,Miscellaneous,40.5333,-109.5831,UT,Jul,12 days 00:00:00.000000000,2014
9760,FY2012-FORSYTH-001,1.5,Miscellaneous,34.18220676,-84.14694441,GA,Aug,0,2011
9761,HUNGRY COW,3.0,Miscellaneous,35.33175,-78.85278333,NC,Nov,0,2010
9762,PEAKS 2,3.0,Children,35.61777778,-118.4008333,CA,Oct,0,2003
9763,HAWKINS RD. FIRE,2.3,Debris Burning,35.011383,-84.826217,TN,Nov,0,2014
9764,RADAR,10.0,Lightning,39.8814,-108.2568,CO,Jun,1 days 00:00:00.000000000,2000
9765,FRUITDALE RD,5.0,Miscellaneous,48.550216,-122.215682,WA,Jul,15 days 00:00:00.000000000,2009
9766,HWY 99  E/ ROWLES RD,1.0,Missing/Undefined,39.913247,-122.011732,CA,Oct,0,2015
9767,LINDEN - 6053,14.0,Debris Burning,32.7899,-95.07051667,TX,Mar,0,2012
9768,599 GLACIER CREEK,8600.0,Campfire,60.1,-150.5833,AK,Aug,51 days 00:00:00.000000000,2004
9769,WILLIAMS HILL BREAKOVER,8.0,Miscellaneous,35.085483,-87.310233,TN,Nov,0,2015
9770,SUNNYSPNGS,1.0,Lightning,39.8358,-112.4697,UT,Jul,1 days 00:00:00.000000000,1997
9771,14-SW BOGGESS FIRE-0441,3.0,Debris Burning,27.0737,-81.9321,FL,Dec,0,2010
9772,17 MILE,2.0,Debris Burning,43.8038889,-85.8358333,MI,Apr,0,2010
9773,OLDSCHOOL,1.0,Structure,48.3519,-112.9992,MT,Mar,0,2005
9774,DEVIL'S CANYON,1.0,Lightning,47.07861111,-111.1247222,MT,Aug,4 days 00:00:00.000000000,2005
9775,CLUSTER,18.0,Arson,34.4959,-97.0309,OK,Dec,0,1993
9776,EASY,20.1,Campfire,33.195,-86.14083333,AL,Nov,0,2005
9777,JOSPHINE,2.0,Debris Burning,37.60028442,-81.19970144,WV,Mar,0,1997
9778,ALLIGATOR CREEK (24-4),32.0,Miscellaneous,30.5835,-82.9335,FL,Mar,0,2014
9779,MUD BAYOU,110.6,Miscellaneous,29.59054,-94.35,TX,Dec,0,2002
9780,BUZZ TAIL,83.0,Children,43.20775,-115.55565,ID,Jul,1 days 00:00:00.000000000,1999
9781,JOHNNY CAKE HOLLOW,35.0,Arson,37.36701622,-81.74604232,WV,Apr,0,1997
9782,STUMP HOLE (612),5.0,Arson,33.305,-86.11194444,AL,Sep,0,1997
9783,GOLO ROADSIDE,1.0,Miscellaneous,36.73267,-88.5473,KY,Sep,0,2010
9784,HOMER,160.0,Miscellaneous,36.56,-97.0823,OK,Apr,0,2003
9785,THUNDERHAW,4.0,Equipment Use,46.1386,-100.6504,ND,Jul,0,1998
9786,POLE HILL,3.5,Lightning,40.37666667,-105.3616667,CO,Jul,1 days 00:00:00.000000000,1994
9787,FY2012-DADE-001,2.0,Debris Burning,34.85376315,-85.53856776,GA,Jul,0,2011
9788,OKAGA EAST,0.9,Lightning,48.92666667,-115.58,MT,Aug,0,2000
9789,GARDEN,4.0,Miscellaneous,38.83265,-120.870167,CA,Jul,0,2013
9790,LOST FLAME,3.0,Arson,35.7519,-94.55,OK,Feb,0,2009
9791,WAS15575330,8.0,Debris Burning,35.79336,-94.13524,AR,Apr,0,2014
9792,LOGERING N,1.0,Children,48.1153,-105.1991,MT,Aug,0,1998
9793,HENNEBERRY CABIN,31.0,Miscellaneous,45.0858,-112.7866,MT,Apr,1 days 00:00:00.000000000,2014
9794,OJITOS,2.0,Lightning,35.89166667,-106.875,NM,Jul,1 days 00:00:00.000000000,1997
9795,GROUP,2.5,Miscellaneous,33.3028,-110.4618,AZ,Jun,1 days 00:00:00.000000000,2004
9796,RIDGE,45.0,Lightning,34.71972222,-118.6725,CA,Apr,0,2007
9797,PADLOCK,5.3,Missing/Undefined,44.86664,-106.32428,WY,Jul,2 days 00:00:00.000000000,2013
9798,SPANISH,10.0,Missing/Undefined,31.5573,-110.46,AZ,Mar,0,2015
9799,FY2012-CHEROKEE-011,3.0,Campfire,34.20704308,-84.56223274,GA,Mar,0,2012
9800,STATE68,2.0,Miscellaneous,35.7661,-94.5239,OK,Jan,0,2006
9801,SAMMY,16.0,Equipment Use,33.35781,-110.62481,AZ,Jun,0,2015
9802,WEST,3.5,Lightning,36.56388889,-112.4077778,AZ,Jul,3 days 00:00:00.000000000,2003
9803,FY2013-BUTTS-002,2.5,Campfire,33.23083333,-84.00402222,GA,Nov,0,2012
9804,99.9,1.0,Fireworks,36.0375,-106.0647,NM,Jul,0,1994
9805,EMERINE 3,1.0,Lightning,35.692665000000005,-83.877656,TN,Jul,5 days 00:00:00.000000000,1995
9806,CYANCO,224.0,Lightning,40.9192,-117.8958,NV,Jul,0,2006
9807,GROSSMAN WF,1.2,Lightning,25.6192,-80.5756,FL,May,0,2015
9808,MONTHEY ROAD #1,5.8,Arson,43.6064,-89.39471,WI,Jul,0,2012
9809,BARKER CEMETARY,1.0,Arson,38.18320697,-81.71633611,WV,Feb,0,2004
9810,BUTTERMILK,59.0,Lightning,37.34,-118.5416667,CA,Jul,2 days 00:00:00.000000000,1996
9811,SIGHBOARD,5.0,Lightning,41.0332,-123.6512,CA,Sep,0,2001
9812,COE CORNER,20.0,Missing/Undefined,30.3069,-94.3983,TX,Feb,0,2011
9813,LIVINGSTON - 253,5.0,Children,30.3641,-95.62578333,TX,Aug,0,2010
9814,MCDOWELL,40.0,Debris Burning,38.5291,-83.15799999999999,KY,Nov,1 days 00:00:00.000000000,2015
9815,FOURTY 4,500.0,Lightning,31.9168,-108.9673,NM,Jun,1 days 00:00:00.000000000,1999
9816,FY2013-WARE-015,1.2,Debris Burning,31.30736667,-82.43066667,GA,Nov,0,2012
9817,COWAN,4.7,Lightning,31.42980003,-109.5870972,AZ,Sep,0,2011
9818,FY2012-BRYAN SOUTH-003,0.78,Arson,31.84108552,-81.29751184,GA,Feb,0,2012
9819,BADGER,2.0,Arson,33.915,-109.8507,AZ,May,1 days 00:00:00.000000000,1999
9820,FY2000-SUMTER-037,0.99,Debris Burning,31.9615,-84.1567,GA,Feb,0,2000
9821,6127,20.0,Debris Burning,32.39905,-95.17261667,TX,May,0,2014
9822,RL375,2.0,Children,47.8805,-95.0281,MN,Apr,0,1999
9823,DRY LAKE,4.0,Lightning,33.3556,-109.8081,AZ,Jul,5 days 00:00:00.000000000,2003
9824,WATER,30.0,Lightning,33.46722222,-107.9186111,NM,Jul,11 days 00:00:00.000000000,2001
9825,EAST INDIANTOWN (43),20.0,Lightning,27.104,-80.3963,FL,May,0,2015
9826,MORAN,3.0,Arson,43.6425,-100.748,SD,Jul,0,2009
9827,FY2015-GILMER-003,0.66,Debris Burning,34.6342,-84.400475,GA,Feb,0,2015
9828,GRAND TRAVERSE 03,2.5,Campfire,44.63438,-85.60488000000001,MI,May,0,2012
9829,RED LAKE 362,3.0,Children,48.0358,-94.9147,MN,Nov,0,2011
9830,TRACT10C,1.0,Miscellaneous,39.08916,-74.88639,NJ,Mar,0,1997
9831,COUNTY ROAD 314 FIRE,8.0,Powerline,30.44367333,-97.13529333,TX,Mar,0,2009
9832,337 - HOLODANA CREEK,7909.6,Lightning,65.9936,-152.2097,AK,Jun,48 days 00:00:00.000000000,2010
9833,TURKEY ROOST,1.0,Arson,37.41111111,-91.2775,MO,Nov,0,2008
9834,CALICO,2.0,Lightning,40.4133,-108.524,CO,Jun,1 days 00:00:00.000000000,2002
9835,BORDER 8,5.0,Miscellaneous,32.748281,-116.21398899999998,CA,May,1 days 00:00:00.000000000,2002
9836,1238,2.0,Miscellaneous,39.04,-95.56,KS,Nov,0,2015
9837,BLACK ROCK,5.0,Lightning,34.55888889,-81.66416667,SC,Jul,1 days 00:00:00.000000000,2002
9838,IDITAROD RIVER 2,6110.0,Lightning,61.88,-158.95,AK,Jun,48 days 00:00:00.000000000,2015
9839,ELK HORN,1.5,Lightning,36.9411,-107.0534,NM,Aug,3 days 00:00:00.000000000,2011
9840,BUCKBOARD,8.0,Lightning,37.55,-114.5675,NV,Sep,1 days 00:00:00.000000000,1995
9841,FASTWALKER,32.0,Arson,35.7297,-94.5128,OK,Feb,1 days 00:00:00.000000000,2013
9842,YST2006-014,1.0,Fireworks,43.1033,-98.5464,SD,Jul,0,2006
9843,RED LAKE 064,1.0,Children,48.0258,-94.9233,MN,Mar,0,2012
9844,CHICO,3.5,Miscellaneous,31.30138889,-90.04138889,MS,Feb,0,2008
9845,SOUTH COUTURE 1,2.0,Debris Burning,47.1414,-114.0936,MT,Apr,1 days 00:00:00.000000000,2014
9846,1.92015E+12,1.0,Campfire,33.13969439,-89.25439568,MS,Jan,0,2015
9847,TWO STRIKE,8.0,Miscellaneous,43.2639,-100.8583,SD,Apr,0,2006
