,fire_name,discovery_month,putout_time,year
23316,MS1915,Apr,0,1996
23317,FY2015-SUMTER-017,Nov,0,2014
23318,CROCKETT,Aug,1,2013
23325,30154,Jan,0,2009
23327,LIVINGSTON - 176,May,1,2010
23329,HARDY,May,1,1993
23337,QUIGLY,Sep,0,2003
23342,WOODVILLE - 111,Apr,0,2009
23343,LAT B W WA,Jun,0,2003
23346,LINDEN - 6099,Jun,0,2012
23356,JOHNSON 2,Aug,79,2008
23357,HALLS TOP,Nov,0,2013
23360,DOD4,Jul,2,2013
23364,SKINNY PINGSTON,Jun,0,2011
23365,8018,Feb,0,2015
23367,BOXER,Mar,0,2015
23375,SPRING HILL CHURCH,Oct,0,2010
23386,HAWTHORNE,Jun,5,2014
23391,TOZITNA,Jul,1,1998
23398,DOY 1  HWY,Jul,0,2012
23404,CEDARCOV2,Jul,0,1994
23408,PAULS,Aug,0,2000
23409,ARMSTRONG,Jun,0,1997
23411,BORDER 3,May,0,2013
23413,DUNCAN,May,0,2015
23414,ARD C-97,Apr,1,1995
23415,FRIEND,Feb,0,2009
23416,SMOKE BOMB,Mar,1,2005
23419,DETRITAL,Jul,1,2006
23425,SANOSTEE,Sep,0,2001
23426,LIVINGSTON - 183,May,0,2010
23428,1,Jan,0,2015
23431,TEQUILLA,Jan,0,2011
23437,EMPIREBRID,Apr,0,2005
23452,ARMSTRONG/ FRANKS COMPLEX,Nov,0,2010
23453,NC 53/N. ELWELL FERRY ROAD,Apr,0,2014
23458,TIOGA TRI,Dec,4,1993
23461,FY2015-LAURENS-129,Mar,0,2015
23468,SEQUOYAH T,Aug,0,2011
23469,FY2012-HANCOCK-045,Apr,0,2012
23471,MERRILL,May,0,1992
23473,BLUE SPRINGS,Nov,0,2014
23483,ERWIN HOLLOW SF,Nov,2,2008
23488,MESA CO 17,Jul,0,2008
23517,COCHETOPA,Jun,0,2001
23518,PRINCESS ANN,Sep,0,2010
23524,L.G.,May,0,1995
23529,RL296,Apr,0,2003
23531,HUNNICUTT,Feb,0,2000
23532,GOOSEWING,Oct,2,2003
23542,TURKEYFRM1,Aug,0,1998
23549,FY2003-HOUSTON-005,Aug,0,2002
23555,FY2014-BURKE-015,Nov,0,2013
23556,BOB LEROY,Jun,1,1999
23558,NO NAME 219,May,0,2007
23559,JUNALUSKA,Apr,0,2013
23560,BALLS CANYON,Jul,5,2007
23564,WHITBY,Apr,0,2015
23568,FY2013-PEACH-003,Jul,0,2012
23575,30115,Mar,0,2011
23577,FAIRVIEW,Mar,0,1997
23594,UNKNOWN,Apr,0,2013
23596,SABINE 1,Apr,0,2008
23606,30029,Feb,0,2010
23609,20020,Feb,0,2012
23612,HENDERSON - 279,Jul,0,2011
23617,CHRISTIAN RIVER 1,Jul,3,2007
23618,510,Apr,0,2015
23620,FY2002-COWETA-107,Mar,0,2002
23622,20214,Aug,0,2010
23627,PEACHLAND,Sep,1,2005
23630,MUSTANG WF,Apr,0,2014
23638,FY2000-PUTNAM-028,Mar,0,2000
23641,IVORY (02),Sep,0,2011
23643,R139,Apr,1,1995
23648,BOIES,Jul,0,2001
23668,WILLOW SPRINGS,Aug,2,2014
23670,CHIPPY CREEK,Aug,2,1998
23672,WISE RD,Mar,0,2007
23673,SHIPROCK,May,2,2006
23675,BELGARDE,Oct,0,1995
23676,PINE GULCH,Aug,14,2000
23682,CHIEF,Jun,0,2001
23683,FABER II WF (SFBAY),Jul,0,2007
23688,LONE TREE 2,Aug,0,2012
23689,DEXTER DRIVE,Dec,0,2012
23694,YAKIMA,Jul,3,2006
23695,DUMPFIRE,Jun,1,1997
23701,FRED PHILLIPS FIRE,Apr,0,2013
23703,BECKER,Sep,0,2011
23709,KENNY MACK,Jan,0,2013
23710,RL446,Apr,0,2003
23715,POWERHOUSE ROAD 2,Jul,0,2007
23719,SECTION 29 ORCHARD (57),Mar,0,2014
23727,FOURMILE#3,Apr,0,2015
23731,VIPER,Oct,0,2015
23741,SAWBILL FIRE,Jul,1,2003
23748,RUSH,Aug,2,1996
23752,LEOPOLD HILL FIRE,Feb,0,2001
23756,RL99,Apr,0,2002
23758,GAME LANDS 97,Oct,0,2015
23760,PALMER 2,Jan,0,2006
23767,RICE TWP,Mar,0,2012
23777,HOSTLER #2,Jun,1,2013
23778,NO BUSINESS,Aug,1,1996
23779,DRAIN FIRE,Jul,6,2008
23780,SECTION LINE,Jul,65,2002
23784,SALT CR,May,1,1998
23792,SIERRA GRANDE,Jul,5,2012
23799,16,Mar,0,2015
23803,DUCK 3,Apr,0,1999
23805,FRALEY RD,Oct,1,2003
23809,IND CYN,Jun,8,2005
23814,LINDEN - 334,Jul,0,2011
23816,4508,Feb,0,2015
23818,SPURLING ROAD,Oct,0,2010
23819,153 CAROLINA AVENUE,Feb,0,2015
23824,MOSQUITO,Aug,7,2001
23836,SALT WATER FIRE,Nov,0,2014
23840,0268 SUGARLOAF,Jun,114,2015
23845,GOLD BAR,Jun,5,2005
23848,FIVE FORKS FIRE,Mar,0,2006
23851,FRYS,Mar,2,2009
23853,ALLEN,Mar,0,2011
23863,L31 CEMENT,May,0,2000
23868,RB-78,May,0,2006
23874,FY2011-BURKE-082,May,0,2011
23889,ALREADY,Dec,0,2010
23893,QUAPAWS,Oct,0,1995
23899,GOLDEN V,Jun,0,2002
23905,421,Jun,0,2011
23906,LAFAYETTE AVE,Mar,0,1997
23907,RL426,Apr,0,2003
23913,SPRING CREEK,Nov,0,2012
23919,NEWELL,Jul,0,2012
23920,FY2011-COLQUITT-130,Jun,0,2011
23922,FY2001-MCDUFFIE-023,Mar,0,2001
23927,ROCK,Sep,1,2003
23929,TOWERS,Sep,1,2006
23931,DIAMOND,Aug,1,2000
23934,FIVEOCLOCK,Feb,0,1994
23935,WHITTLE ROAD #2 (39),May,0,2015
23939,CLEAR CRK,Aug,1,1999
23942,TRUE,Aug,2,2003
23943,BLUEWATER #2,Jul,1,2003
23947,WAYLON,Aug,1,1996
23954,HUNTINGTON FIRE,Sep,1,2006
23957,FY2015-LAURENS-034,Oct,0,2014
23958,ROUSE,Jul,1,2012
23967,DEEPRUN,Apr,0,1999
23972,FY2011-WARREN-015,Jan,0,2011
23973,EBLER,Apr,3,1999
23977,FY2012-BERRIEN-058,May,0,2012
23983,LIVINGSTON - 66,Feb,0,2009
23987,AD3+1,Aug,0,2000
23993,LD2605,May,0,1999
23995,LUNA,Aug,9,1997
23996,RX,Jun,0,2001
23998,BAD BOB,Apr,2,2003
24005,LION HOLLO,Aug,6,2002
24013,FARLEY BRANCH,Mar,0,1995
24014,GAP/ROUGH CREEK,Oct,6,1999
24021,WOODWARD,Oct,0,1999
24027,KANDIK RIV,Jul,31,1996
24028,PARKS,Jun,0,2013
24036,30372,Feb,0,2009
24041,FY2011-LAMAR-017,Jun,0,2011
24042,BOWL,Aug,1,2008
24046,FY2011-MARION-062,Apr,0,2011
24048,PIT BULL ASH,Feb,0,2014
24054,MALTROD 04,May,0,2004
24060,CAT,Sep,0,2003
24067,6.52014E+12,Feb,0,2014
24072,FY2011-MCINTOSH-067,Apr,0,2011
24080,UNDERWOOD,Apr,1,2006
24084,1500021,Nov,0,2015
24086,FY2002-EARLY-066,Mar,0,2002
24088,MATHIS BRANCH,Apr,2,2012
24092,BIB FIRE,Jul,0,1996
24096,KRILEY,Jun,1,2012
24099,CAMSLOO,Apr,0,1999
24100,CAMP,Jul,1,2002
24105,WF-55 BRINKHOFF RD # 9,Mar,0,2011
24113,7118,Sep,0,2013
24114,MCKENNA SPRING,Jun,1,2012
24121,SHOEMAKE9,Jul,0,2004
24125,5051 STINSON RD.,Apr,1,2014
24126,COTTONWOOD,Aug,0,2012
24135,CREEK,Oct,0,2013
24141,STONE CHURCH ROAD,Apr,0,2013
24142,ORANGE,Jun,0,2011
24147,ADDIE,Aug,1,2003
24148,DISH PAN,Aug,2,2001
24149,SPIDER,Aug,1,2003
24151,8021,Feb,0,2015
24153,W87C,Sep,0,2011
24159,OUTLAW FIRE,Apr,0,2007
24170,ROCKPACKER,Mar,1,1996
24184,CAMP CREEK,Jun,60,2005
24185,20114,Feb,0,2003
24193,GRAVES,Mar,0,1999
24195,SPRING,May,0,1994
24198,FY2013-PULASKI-028,Jan,0,2013
24202,MIDDLE,Apr,1,2015
24206,SPORTSMAN,Feb,0,2006
24207,BAXTER RD,Jul,0,2001
24220,DUMPGROUND,Aug,0,2005
24226,CLAYTON,Nov,0,2009
24228,FY2015-PIERCE-013,Oct,0,2014
24235,WORK TEAM,Sep,0,1996
24241,PINE LAKE,Jul,0,2002
24249,BEAR,Apr,0,1997
24251,CONTROL,Apr,0,1995
24252,KENW,Jul,0,2009
24254,RAILROAD,Oct,1,1998
24259,MP23HWY95,May,0,2001
24260,VIRGINIA,Oct,1,2012
24266,LIVINGSTON - 444,Oct,0,2010
24281,MOENKOPI SPRING,Apr,0,2011
24282,HELENDE,Aug,2,2005
24284,DAVIS TROUT,Sep,1,2011
24296,WAYLETT,Jul,1,1998
24298,BEAR IS 1,Jun,0,2000
24299,MORNING,Jul,0,1993
24300,HIGHWAY 476,Nov,0,2015
24301,PARSON,Sep,1,2011
24304,JACKSON RUN,Apr,0,2013
24325,UNCLE TOM,Jan,1,1999
24333,GRASSBAY1E,Mar,0,1994
24336,TIO LANE,Mar,1,1997
24339,CONFETTI,Mar,0,2013
24341,FY2003-CHARLTON-009,Dec,0,2002
24342,FEILD,Oct,0,1999
24343,AFRAIDHAWK,Aug,0,2003
24344,CENTER GRADE (60),Jun,4,2011
24353,TSAILEPEAK,Jul,0,1996
24354,FLASHFIRE,Jun,0,2001
24357,WHTEBUF,Jun,0,1996
24358,FISH LAKE,Jun,23,2009
24364,LAKE BRYANT 14(42),Mar,1,2012
24368,FOURMILE BRANCH,Apr,0,2009
24370,BLACK,Mar,0,2005
24378,SANDY CREEK  (55),Jun,0,2015
24381,SHOOTING,Jun,0,2002
24392,CHALMERS ROAD 2ND TIME FIRE,Mar,0,2010
24393,6205,Aug,0,2013
24404,FY2003-BARTOW-002,Jul,0,2002
24407,BAHA SPRINGS #2,Sep,2,2010
24409,IRON CREEK,Aug,76,2001
24414,TEAM,May,5,2001
24427,STOCKTON 6,Sep,1,2001
24429,PRAIRIE DOG,Jul,3,2009
24432,ARENA,May,0,1993
24433,SUNDANCE,Jul,0,1999
24443,MURDOCK,Jun,0,2006
24444,CHLOYA LAKE,Aug,1,2006
24446,TWO SPRING,Jul,3,1997
24447,YUCCA,Jun,0,1999
24450,RENDLEMAN,Apr,1,2004
24452,TERRACE AVENUE,Mar,0,2002
24453,FY2011-WILKES-015,Feb,0,2011
24455,PANOCHE,Jun,0,1993
24456,FLATIRON,May,0,2007
24457,TIN CAN,May,0,2001
24464,D.BINDER,Sep,0,2000
24465,FY2015-CHARLTON-031,May,0,2015
24468,LEFTHAND,Jul,0,2006
24469,PARK BYRD II (53),May,1,2015
24472,SHEEP,Aug,4,2011
24477,ELVIS,Nov,0,2007
24482,EARLY,Aug,0,2002
24490,FY2001-MURRAY-024,Oct,0,2000
24509,CEDER CREEK FIRE,Jan,0,2010
24510,BUFFALO RIVER,Oct,0,2010
24513,FY2013-APPLING-025,Jan,0,2013
24521,FY2013-CAMDEN-006,Jul,0,2012
24522,FY2001-GRADY-039,Jan,0,2001
24524,GREEN MOUNTAIN,Aug,3,2000
24525,TENNANT,Jun,1,2015
24526,HAY,Jul,9,2005
24534,NEW TRUCK,May,0,2014
24535,FY2011-MITCHELL-033,Jan,0,2011
24546,HIGHWAY 60,Feb,0,2006
24557,BLOODWORTH,Jul,0,2006
24566,EVANS,Apr,2,2014
24571,WAHOO WAY (40),Jan,0,2014
24574,CAVNER,Jul,0,2006
24575,FLAX RD,Apr,1,2010
24576,MARINE,Jan,0,2006
24581,30103,Mar,0,2010
24582,BRILEY # 3,Aug,2,2000
24588,RUBY HILL,Feb,0,2011
24600,ROCK PILE,Mar,0,2006
24603,WALT,Mar,0,1998
24604,LEAVEW,Apr,0,1998
24610,FY2002-GRADY-008,Oct,0,2001
24625,TIMBERLAKE #1,Mar,0,2010
24634,795,Oct,0,2015
24635,PERSIMMON 2 (40),Jan,0,2015
24649,BEAR,Aug,0,2008
24655,BIRCH RUN,Mar,0,2015
24660,HIDDEN,Aug,9,2000
24671,WOODVILLE - 9145,Nov,0,2012
24679,FY2002-BURKE-091,Mar,0,2002
24684,CHANDALAR,Jun,73,2013
24697,WHICH WAY,Sep,0,2001
24701,BLACK BUTTE,Sep,6,1994
24706,RENO RD,Sep,0,2000
24713,M. CRIST FIRE,Mar,0,2012
24719,MINE (27),Jan,0,2013
24721,STUMPS,Mar,0,2014
24723,DOE HILL,Dec,0,1997
24725,FY2000-MILLER-075,May,0,2000
24731,TH0613,Jun,0,1997
24738,SHEEP MTN,Jun,6,2006
24742,FY2015-TROUP-001,Aug,0,2014
24744,NE 134TH TERR(38),Jun,0,2015
24751,FY2002-MILLER-011,Nov,0,2001
24755,IRON,Jul,1,2002
24758,FIELD,Sep,1,2013
24760,FY2012-COOK-048,Jun,0,2012
24768,CLEAR LAKE CHILDREN,Jun,12,2008
24773,27/WEEPING WILLOW/0446,Apr,0,2011
24783,LAKE NAHWATZEL FIRE,Jul,10,2008
24790,HOLLOW ROAD,Nov,0,2015
24793,GRANDVIEW2,Sep,1,1995
24799,ADIOS BILL,Apr,0,1999
24803,5.12014E+12,Mar,0,2014
24808,20396,Aug,0,2011
24811,BOUNDARY,Jul,1,2003
24827,SCHURZ,Apr,0,2000
24829,THICKETT,Jul,1,2006
24835,PLEASANT,Aug,0,1992
24836,BROOKLYN,Jul,3,2006
24838,SILVER,Sep,1,1998
24841,921,Oct,0,2015
24842,163,Apr,0,2007
24850,WILLOW CRK,May,0,2000
24854,WOODCHUCK,Aug,1,2004
24856,PROCTOR,Aug,0,2006
24859,F2001500361.0,Dec,0,2001
24863,GENTIAN,Jun,58,2015
24872,RL 302,Apr,0,2015
24877,FIELD,May,0,1993
24884,BOONE,Jul,3,2007
24886,PELICAN (38),Sep,0,2011
24888,116,Mar,0,2012
24891,SUNNY,Sep,0,2014
24901,331,Jul,1,2008
24907,REDWING,Apr,0,2006
24908,NORTH HAMLIN FIRE,Apr,0,2011
24911,OCTOBERFEST TRAIL,Sep,0,2009
24921,FY2000-HALL-046,May,0,2000
24922,THREE MILE,Jul,1,1995
24931,STONEHOUSE,Apr,0,2011
24934,QUEENCREEK,Mar,0,2001
24937,WELANNEE BLVD. (46),Feb,0,2015
24947,WALL STREET`,Apr,0,1999
24953,BIDWELL,May,0,1997
24960,HORSE,Jun,0,1994
24966,CEDAR POINT,Jun,5,2006
24967,BATTERY FIRE,Mar,0,2015
24975,GLOWING,Mar,0,2015
24982,FY2000-FLOYD-063,Feb,0,2000
24994,MP.18.52,Sep,1,2003
25004,KEARNEY (11),Jul,0,2013
25012,WILDHORSE,Dec,0,2010
25021,GOSSEN,Feb,0,2008
25023,MCKINNEY GULCH,Mar,0,2002
25031,FIRST WAT,Jun,2,2009
25033,CITIZEN,May,0,2013
25036,RED LAKE 223,Apr,0,2012
25037,ANOTHER HILLINGTON,Nov,0,2011
25038,UPPER RIDGE,May,0,2014
25049,NABOURS,Jul,35,2003
25055,GUNNER ROAD,Apr,0,2007
25057,CALIMESA,May,0,2013
25060,DUGOUT,Jun,0,2000
25067,FY2002-MERIWETHER-036,Feb,0,2002
25069,FALL CREEK,Apr,0,2012
25075,BEAR DEN,Mar,0,2004
25077,RL495,Apr,0,2003
25079,WALTZ MAYNOR FIRE,Feb,0,2011
25084,DOF207-160,Jan,0,2004
25087,BUCKET MOUND,Aug,4,1998
25098,SUNNYSLOPE,May,1,1992
25099,BAMBOO,Jun,0,1992
25100,PETAN,Aug,1,2002
25105,NOTCHI GADUSI,Sep,0,2011
25108,MIDDLE BEALL,Jul,0,2004
25118,TRAPP,Mar,0,2014
25119,ROPER,Aug,7,2014
25121,(GL) TIM RAINS (297),May,0,2010
25127,LIVINGSTON - 8078,Sep,0,2012
25128,SILVERSPOON ROAD,Feb,0,2011
25133,FY2011-WASHINGTON-054,Mar,0,2011
25135,ONION (48),Mar,0,2013
25137,WAYNE,Jun,0,1995
25138,MM 174,Jun,0,2009
25149,GREENHOUSE,Sep,10,2010
25151,WEST BUTTE,Oct,0,2010
25155,TOWERS-15,Jul,0,1994
25158,NE 30549,Dec,0,2010
25163,"WOODS FERRY RD, AL",Feb,0,2011
25167,FALLS,Jun,0,2010
25176,JAMMIN BBQ,Feb,0,2011
25178,POLE 2,Sep,3,1995
25187,WEBERRANCH,Jul,0,2000
25196,TURKEY,Jun,1,1994
25200,AUDRACH FARM,Mar,0,2007
25201,MM 98 I84,Jun,0,2015
25209,LOWER EAST JONES,Jul,0,2005
25222,BEAVER,May,1,2009
25228,OWENS,Mar,0,2011
25253,QUERINO MISC 2,Jul,0,2008
25257,VERN,May,0,2011
25262,MCAFFEE,Jun,0,1993
25266,LUNDY,Mar,0,2014
25277,GRAVES,Jan,0,2003
25278,ARNOLD RD,Oct,0,2011
25283,CEDARBUTTE,Jul,1,1997
25290,DMPTR 2,Apr,0,2015
25293,PAUL,Feb,5,2002
25294,BRASWELL,Mar,1,2001
25297,SOUTH ALASKA PEAK,Aug,72,1994
25300,LIVINGSTON - 335,Oct,0,2010
25307,WILDFLOWER (35),May,0,2013
25309,HUDSON,Aug,3,2011
25314,PENCE,Oct,2,2010
25316,BLACK HOLE (36),Mar,0,2013
25317,304758,Aug,0,1993
25321,RIDGE TOP #3,Aug,4,2003
25338,HENDERSON - 046,Mar,0,2011
25345,GATEWAY PEAK,Aug,1,2013
25347,VALLECITOS,Aug,0,2006
25361,HWY 59  (33-8),Jan,0,2015
25371,TULAPAI,May,0,1998
25376,ANGELEYES,Jul,0,2000
25382,LINDEN - 14,Jan,0,2011
25384,GILSON,May,0,1993
25394,COATS RD. #4 FIRE,Mar,0,2013
25397,RATTLESNAK,Aug,1,1996
25401,LEVY/FLAT FARM/0462,Jun,0,2010
25403,LIVINGSTON - 11,Jan,0,2011
25404,RUSSELL,May,0,1995
25423,JONES PINES,Mar,0,2012
25424,CAZADORE,Aug,5,2013
25425,POWERLINE,Jul,1,2007
25435,TONYSFIRST,Dec,0,2004
25436,LITTLEHOLE,Jul,3,1999
25439,BOBCAT,Oct,0,2001
25440,BEAR DRIVE,Mar,0,1995
25448,MEAT PLANT,Jun,0,1995
25453,WILLOWCREE,Jul,2,1994
25455,FY2015-COWETA-016,May,0,2015
25457,BUENA VISTA 3,May,0,2013
25461,FY2002-CARROLL-055,Jan,0,2002
25465,FRISBEE,Jul,0,2006
25466,RL34,Apr,0,2001
25471,FY2015-BLECKLEY-012,Dec,0,2014
25472,BALL,May,0,1993
25474,PEANUT RD  (32),Jan,0,2014
25476,CHEVELON,Jul,1,1996
25485,BEAR MOUNTAIN,Jun,1,1996
25489,ANGLE FIRE,Feb,0,2007
25493,LIME CREEK,Aug,0,2015
25495,DICKS FK OF 9 MILE,Mar,0,2003
25496,RL154,Apr,0,2006
25503,EAST GULF,Jul,0,1994
25511,W.BLACK BT,Jul,1,1997
25514,TRAIL CREEK,Aug,83,2015
25520,CHICO,Feb,0,2000
25529,NASTY,Sep,2,1995
25531,"MP4, HWY287",Aug,0,2012
25538,FY2011-PIERCE-077,Mar,0,2011
25544,LOST,Oct,0,2005
25549,ROGERS LAKE,Jun,4,1996
25550,TICK RIDGE FIRE,Jul,0,2007
25556,POSO,Aug,0,1997
25568,OLIVE,Sep,0,2009
25570,PROSPECT RD.,Jun,0,2014
25571,CAROLINE AVE,Apr,0,2014
25572,ROUGH,Oct,0,2015
25581,LIVINGSTON - 927,Sep,3,2011
25586,20373,Jul,0,2011
25593,BEAL,Jul,77,2010
25599,BIG FORK,Apr,5,2013
25600,BROCKDELL RD (2),Oct,0,2010
25605,CEDAR,Jul,0,2004
25608,HOT3289019,Jan,0,2014
25619,OLD STAGE RD,Oct,0,2010
25624,COOKS,Nov,0,1997
25635,CENTERVILLE FIRE,May,2,2006
25643,KIMBERLY,Sep,1,2000
25651,STATION,Jun,1,2010
25667,FY2013-TALBOT-028,Apr,0,2013
25686,DRY FORK,Apr,1,2000
25687,CLINTON,Apr,1,2004
25692,EAGLE CREEK,Jan,1,2006
25694,FY2013-FRANKLIN-022,Mar,0,2013
25703,WEESE FIRE,Jul,0,2013
25706,FREEWAY,Jul,0,2014
25708,GILA RIVER,Jul,1,2004
25717,BETHLEHEM MILO,Nov,0,2013
25719,FY2014-BALDWIN-026,Mar,0,2014
25722,NEWMAN,Jul,1,2012
25727,CARLIN CANYON,Jul,1,2006
25728,5.72015E+12,Feb,0,2015
25735,FY2012-LAURENS-032,Sep,0,2011
25736,DEADHORSE RIDGE,Aug,11,2000
25743,COYOTE,May,0,2013
25753,FY2013-COWETA-021,Mar,0,2013
25754,BUCKWEED,Oct,0,2007
25755,N OLD EL SAUZ RD,Nov,0,2010
25757,CASH,Apr,0,2002
25758,WILLIAMS LOGGING,Jul,1,2014
25762,WILDCARD,Jan,2,2008
25771,FY2014-TWIGGS-004,Oct,0,2013
25775,771,Oct,0,2015
25776,STIHL,Nov,0,1999
25779,DAILEY,Feb,0,2009
25780,BURNING TR,Jul,0,2004
25783,6.52014E+12,Oct,0,2014
25816,DAM SWITCH,May,0,2014
25820,DESERADO 1,Jul,2,2001
25821,BALL SCHOOL ROAD,Apr,0,2005
25827,17 MILE SL,Sep,1,1997
25834,SQUAW VLY,Aug,0,1999
25840,LIVINGSTON - 895,Sep,0,2011
25845,32/MUNROE ESCAPE-0329,Apr,0,2010
25846,FY2011-JENKINS-032,Mar,0,2011
25857,WILDCREEK,Aug,0,1997
25875,ANDY,Mar,0,1995
25876,JONES,Jul,5,2004
25883,FY2012-BULLOCH-046,Feb,0,2012
25890,TOM,Jul,3,1997
25905,FY2011-RANDOLPH-053,May,0,2011
25913,MAREK ROAD FIRE,Apr,0,2015
25919,MERCEY,Jul,0,2000
25925,WHI5587450,Feb,0,2014
25930,"6652 SPICE POND ROAD, AL",May,0,2011
25932,LOAFER,May,1,2005
25933,LAKE 01,May,0,2011
25935,POZO,Jul,0,1992
25936,NIGHT OWL,Feb,1,2008
25944,OAK,Oct,1,1998
25950,ARROWHEAD #2,Mar,0,2010
25961,ASSIST 2,Apr,0,2002
25963,CHAOS,Mar,0,2008
25974,TURTLE 2,Aug,0,1992
25975,GREEN SWAMP,Feb,3,2010
25994,SLIPPERY FALLS,Jul,0,2006
25995,NOWATA NORTH,Mar,5,2006
26019,RAMSEY FORD ROAD,Jun,0,2011
26020,EAST,Aug,0,1993
26024,LION CREEK,Jun,7,2006
26025,LOST DOG,Jun,4,2014
26027,SALIZ,Jun,4,2002
26028,#2 JEWETT RD.,Jan,0,2015
26037,745,Aug,1,2014
26047,MOTHERS,May,2,2003
26049,MOCO,Sep,0,2005
26051,SHEEP CR,Apr,0,1995
26061,BALLFIELD,Dec,0,2010
26074,EC110,Mar,0,2007
26077,OTA 70,Aug,0,2009
26084,CROOKED CREEK,Aug,1,2012
26095,WAGON SOUTH,Jul,2,2011
26108,GIBBONS,Jul,1,2006
26111,SMITH CK. #1,Nov,0,2005
26114,NEW PASS,Aug,7,1999
26118,WOODS #2,Mar,0,2001
26119,2840096,Oct,0,2015
26122,PIERCETOWN,Mar,1,2014
26123,WEST HAGEN,Apr,1,1999
26127,SHITIKE ROAD FIRE,May,2,2015
26128,RL006,Apr,0,2007
26131,LINDEN - 6218,Sep,0,2012
26133,ST. CLOUD,Mar,0,1992
26157,10376,Aug,0,2011
26165,WEST MORRIS MOUNTAIN,Aug,0,2007
26173,LIVINGSTON - 109,Mar,0,2011
26177,BOSTON,Sep,0,2009
26178,COAL CR,Aug,1,1992
26185,135,Apr,0,2015
26186,SHERRILLS MILL,Jan,2,2002
26203,OVERCREST DR / SIERRA LIN,May,0,2013
26212,OLD PLANK RD,Mar,1,2010
26220,FY2001-BRANTLEY-103,May,0,2001
26233,ELDER,Jan,0,2000
26238,UTE TRAIL2,Jun,0,2005
26239,GHOST TOWN,Jun,2,2011
26240,JOHNSON RD,Aug,0,1997
26260,HART,Jun,0,2006
26264,DRIPPING SPRINGS,Jan,1,2009
26265,QUARRY,Sep,0,1999
26270,MEYERS,Oct,0,2006
26275,INCIDENT 151,Jul,3,2014
26281,MCGUINTY,Jun,1,1992
26295,MIDDLE RIVER RD,Feb,0,2013
26296,LOCAL,Jun,0,2005
26304,BATES FIELD FIRE,Apr,0,2011
26309,KIRKWOOD,Jun,0,2010
26310,ISKKCON,Nov,0,2014
26312,EDGEHILL CEMETERY,May,0,2014
26317,TYLER CREEK,Aug,0,1996
26319,CHERRY,Sep,0,2009
26328,RIVERSIDE,Jan,1,2002
26330,PAD 10,May,0,2002
26332,LANGSTON,Feb,0,2006
26338,GILLETTE CLOSE SHAVE,Mar,60,2013
26341,CHIMAYO,Mar,3,2012
26352,BIG ISLAND  (55),Jun,0,2014
26354,HUSKY,May,2,2003
26363,BLIND GULCH,Jul,1,2001
26367,DOF212/152,Mar,0,2002
26371,COMBINE,Jun,0,2004
26379,ROCKHOUND,Jul,0,2006
26381,WEST BEACH,Jun,0,1995
26382,MONKS,Aug,0,2007
26383,SMOOT,Oct,0,2001
26385,GILBERT,May,1,2004
26389,STINE,May,1,1997
26390,CROWFOOT,Sep,0,2015
26391,BEAUMTN-#3,Oct,3,2003
26396,PAN,Jul,4,2002
26397,CAPE HORN,Jul,131,2015
26414,MEDIAN,Jul,0,2015
26440,20204,Feb,0,2009
26446,MCANDREWS,Aug,4,2002
26449,WARD ON KELLYS CK.,Mar,0,2005
26457,EAST,Nov,0,1997
26460,WOLF CREEK,Apr,0,2011
26466,VIDA LOCO,May,0,2000
26476,BELT,Nov,0,1995
26478,HAUSER,Jun,0,2007
26480,TREE,Dec,0,1999
26503,HOPPIE,Jun,3,1994
26506,LEAN TO FIRE,Aug,0,2000
26512,KALTY,Jul,0,2001
26514,FY2014-CATOOSA-019,Apr,0,2014
26517,FY2015-BURKE-029,Feb,0,2015
26522,GREATWKR 2,Apr,0,2005
26526,IRCP33,Dec,0,2002
26529,FY2014-PAULDING-015,Mar,0,2014
26530,BUCHANAN#1,Mar,0,2001
26531,FERRY RD.,May,0,2000
26551,NELSON CREEK,Oct,5,1999
26564,BLAIR,Jul,1,2010
26575,FY2001-BARTOW-045,Jan,0,2001
26578,COUNTY LINE,Feb,3,2001
26582,POLICE,May,0,1998
26583,RL040,Apr,0,2006
26585,BEAR SPRINGS,Sep,1,2013
26588,HORSTMAN,Sep,0,2010
26589,BLACK OAK MOUNTAIN,Dec,1,1994
26593,HUM20 2,Sep,0,2012
26595,CAPPS DRIVEWAY,Mar,0,2013
26598,FY2013-WARREN-007,Oct,0,2012
26607,A1C,Aug,0,2013
26611,CR 14 #1,Oct,2,2010
26612,DAKOTA WES,Mar,0,2005
26615,GRACIE,Jul,0,2007
26618,COTTON,Mar,0,2012
26626,EAST LAKE,Apr,0,2006
26628,BIBB,Feb,0,2009
26638,TATALINA RIVER,May,52,2011
26653,FY2002-DOUGHERTY-013,Jan,0,2002
26654,UNCLE SAM,Aug,1,2000
26674,HEAT LAMP,Apr,0,2015
26678,COAL CANYON,Jul,6,2006
26682,7087,Aug,0,2015
26687,APRIL,Apr,1,2001
26693,STOMP DANCE,Mar,0,2007
26696,FOLLOWED,Apr,0,2011
26697,FY2001-CRAWFORD-019,Dec,0,2000
26700,LIVINGSTON - 5,Jan,0,2010
26705,MARSHALL,Jun,1,1995
26706,HERLONG#1,May,0,1994
26714,LINDEN - 6177,Aug,0,2012
26715,WESTWATER 3,Jul,3,2009
26718,LITTLE FOOT,May,0,2007
26719,119571-02059-01102015-1913,Jan,0,2015
26720,FT.KIPP,Apr,0,1998
