,fire_size,fire_cause,latitude,longitude,discovery_month,putout_time,Temp_pre_7,Wind_pre_7,Hum_pre_7,Prec_pre_7,year
43425,5.5,Utilities,48.6567,-119.2999,Sep,9,15.67965116,4.369186047,39.0,0.0,2015
43428,1.5,Accidental,34.5457382,-86.58841140000001,May,0,18.47619048,1.404761905,57.83333333,0.0,2011
43431,2.0,Debris Burning,46.40456,-120.36127,Mar,0,8.807281553,3.025728155,67.5,23.0,2014
43436,25.0,Arson,33.378849,-80.152588,Feb,0,13.84860558,2.161752988,56.32286996,0.0,2011
43442,31.25,Arson,32.3216,-84.3999,Mar,0,12.46213592,3.772682927,64.12837838,15.0,1995
43447,55.0,Lightning,34.066753000000006,-103.298778,Jun,0,23.40886076,5.323417722,30.10204082,1.0,2009
43452,1.0,Debris Burning,30.9019,-86.8091,Jan,0,0.0,0.0,0.0,0.0,2011
43456,753.0,Arson,37.0,-83.71666667,Nov,10,13.75416667,1.713690476,69.17283951,0.0,1999
43462,400.0,Lightning,47.173,-95.877,May,1,13.59437751,5.4937751,53.82329317,0.0,2007
43465,40.0,Arson,39.38,-95.9,Mar,0,8.634188034,3.785775862,64.59051724,9.1,2015
43467,1.04,Accidental,33.36663889,-82.07461111,May,0,22.4530303,2.329292929,58.67567568,1.1,2013
43469,1.1,Utilities,45.2242,-91.57784,Mar,0,12.17959184,2.947959184,75.97111111,0.0,2012
43470,4.9,Lightning,40.01083333,-120.37583329999998,Jul,2,22.96565657,4.0156565660000005,27.25252525,0.0,2014
43471,8.0,Arson,31.268176,-88.08255600000001,Jan,0,0.0,0.0,0.0,0.0,2003
43473,1.0,Debris Burning,44.1064,-99.3878,Jun,0,22.25501433,4.216332378,62.56358382,7.7,2006
43476,1.0,Accidental,37.02175,-88.5442,Nov,0,10.99453782,3.150632911,67.60851064,24.4,2011
43479,1.0,Arson,32.614838,-81.179298,Mar,0,18.22420635,1.318055556,60.59611231,0.0,2011
43487,1.5,Utilities,35.198767,-87.288983,Jun,0,23.91906977,2.40372093,72.89767442,1.0,2011
43490,2.0,Arson,26.6835,-81.6619,Mar,0,19.96348315,2.115254237,62.04545455,0.0,2011
43494,2.13,Debris Burning,43.0673293,-78.40215414,Apr,0,7.224880382999999,4.789473684,66.30601093,4.4,2003
43498,107.0,Lightning,44.3894,-104.7311,Aug,0,27.17964072,5.620915032999999,36.9869281,0.0,2001
43500,5.0,Accidental,45.6611,-100.5346,Mar,0,4.4723926380000005,5.283435583,61.50617284,0.0,1999
43501,8.0,Utilities,34.185,-112.1188,Jun,0,31.25595238,3.947142857,16.32857143,0.0,2001
43502,8.9,Accidental,32.40719064,-82.92359672,Jun,0,29.042,1.9444,51.68067227,0.0,2011
43504,18.42,Debris Burning,31.94643072,-84.08415394,Jan,0,0.0,0.0,0.0,0.0,2011
43505,58.0,Debris Burning,31.82332736,-89.03637175,Feb,0,0.0,0.0,0.0,0.0,2015
43513,2.0,Debris Burning,30.5492,-83.1893,Jan,0,0.0,0.0,0.0,0.0,2013
43515,30.0,Debris Burning,35.745,-82.93861111,Feb,0,6.00047619,3.805238095,57.88669951,8.2,2002
43517,5.0,Arson,34.71485,-79.23346666,Sep,1,23.52335025,1.6279187819999998,66.3814433,10.2,2010
43524,1.0,Debris Burning,35.138667,-84.3235,Feb,0,7.529411765,1.30511509,63.63687151,0.0,2011
43526,4.0,Accidental,33.60542738,-88.58090816,Mar,0,11.29163987,3.060128617,73.31349206,31.3,2014
43527,3.0,Arson,31.59240314,-89.11510618,Mar,0,15.89880952,2.499404762,65.22754491,0.0,1997
43539,12.0,Lightning,34.38055556,-93.815,Aug,0,24.81304348,0.923478261,74.81714286,83.1,2011
43540,15.0,Arson,31.38049515,-89.55940428,May,0,24.91017964,0.820359281,63.41916168,0.0,1998
43553,2.3,Lightning,44.57866,-117.5899,Aug,1,18.9754491,2.373333333,50.21341463,0.0,2008
43557,70.0,Accidental,48.8194,-99.8588,Apr,1,0.357541899,5.037209302,66.85517241,0.0,2000
43563,3700.0,Lightning,41.55,-102.4333333,Aug,0,24.06666667,4.351515152,53.86585366,1.5,1998
43567,3.0,Debris Burning,43.12652,-89.78279,Mar,0,3.0516898610000003,4.947117296,60.22,12.7,2012
43568,100.0,Debris Burning,41.8999,-120.0344,Oct,1,13.18235294,2.255294118,45.39411765,0.0,1996
43578,5.0,Arson,34.334408,-87.908198,Jan,0,0.0,0.0,0.0,0.0,2005
43582,5.0,Arson,31.085,-94.35166667,Nov,0,12.86388889,2.608333333,67.77777778,0.0,1995
43585,5.0,Debris Burning,34.61983333,-79.11316666,Oct,0,12.74126214,1.82184466,71.15625,0.0,2014
43587,2.5,Arson,26.0948,-97.8561,Oct,0,28.07083333,3.577777778,77.54166667,0.0,1995
43588,3.0,Arson,33.3192,-110.4518,Feb,0,13.17365269,4.6856287430000005,25.401197600000003,0.0,2002
43591,1.7,Lightning,43.3186,-106.8448,Jul,1,24.99101796,2.832335329,37.09580838,14.2,2002
43593,1.1,Debris Burning,42.16274581,-75.68079535,May,0,8.661375661000001,4.196296296,75.74074074,2.8,2008
43594,7.0,Debris Burning,34.583675,-87.185099,Oct,0,0.0,0.0,0.0,0.0,2003
43596,1.5,Lightning,35.42166667,-111.5116667,Aug,0,17.83,1.86424581,62.88268156,8.2,2004
43597,205.0,Arson,35.7411,-94.5525,Dec,0,13.85294118,2.338315789,69.27135678,0.0,2012
43607,1.0,Debris Burning,31.553918,-94.13947266,Oct,0,20.46322068,1.239761431,68.51792829,0.0,2010
43609,13.0,Utilities,37.54896,-83.56,Mar,0,15.38798283,1.633905579,66.40517241,5.1,2007
43610,2.0,Arson,35.12541666,-80.66273333,Feb,0,1.5215909090000002,1.925378788,55.23574144,0.0,2010
43615,21.0,Debris Burning,44.0166,-107.9006,Jul,0,22.288,2.85483871,34.40322581,0.3,1998
43636,12.0,Arson,31.41388957,-89.87634518,Mar,0,12.34428571,3.278571429,70.97142857,0.0,1992
43638,15.9,Lightning,30.61133333,-82.48511111,Jun,0,26.87103175,1.3875,69.15885417,0.0,2015
43644,1.0,Arson,33.08494223,-88.77734126,Mar,0,16.19605263,4.3421052630000005,67.05263158,0.0,1992
43645,1.2,Debris Burning,47.26333333,-93.86833333,May,0,2.89047619,2.969047619,46.76190476,0.0,1996
43648,1.0,Lightning,46.09666667,-114.93666670000002,Aug,68,20.91071429,0.6869047620000001,57.5,0.0,2007
43656,32.0,Lightning,67.9497,-163.0806,Jul,1,13.63636364,3.447619048,61.4,0.0,2012
43660,1.0,Arson,35.8317,-94.8981,Dec,0,2.352941176,3.386612576,69.09414758,0.0,2008
43665,56.15,Arson,33.13791667,-81.8175,Mar,0,10.95657895,3.06039604,77.01027397,36.4,2014
43676,18.5,Utilities,43.8746,-89.72123,Apr,0,2.437209302,4.101860465,66.93364929,8.9,2009
43680,19.0,Lightning,31.87338333,-96.36251667,Aug,0,29.9416185,3.758479532,62.01169591,0.0,2014
43682,25.0,Arson,30.39081495,-88.44838588,Mar,0,11.05178571,4.545833333,66.12258065,207.1,1994
43685,200.0,Lightning,26.1695,-81.615,Jun,0,27.97942584,3.572248804,76.94845361,48.0,2012
43688,68.0,Debris Burning,32.57284,-86.030792,Mar,0,14.36193182,0.938068182,64.5739645,0.0,2007
43690,25.0,Debris Burning,37.2192688,-82.7822113,Nov,1,11.81481481,3.161655773,71.4629156,0.0,2013
43693,88.0,Lightning,37.3933,-112.0497,Jul,13,17.67368421,3.891866029,45.29186603,1.9,2006
43695,155.0,Utilities,33.7,-96.1,Aug,3,32.29473684,2.656842105,43.11578947,0.0,1999
43696,1.5,Arson,33.8667,-94.6375,Nov,0,8.74,2.0782,67.03414634,0.0,2005
43698,3.0,Utilities,38.33747949,-82.18437115,Feb,0,4.797058824,1.5740196080000002,65.61413043,14.4,2002
43702,5.0,Debris Burning,34.61964671,-88.57101321,May,0,17.4873494,4.110909091,53.93939394,0.5,1992
43708,9.0,Debris Burning,30.538683,-87.59005400000001,Jan,0,0.0,0.0,0.0,0.0,2009
43710,1.0,Utilities,33.488628000000006,-81.668137,Jun,1,27.48619958,2.278343949,69.35751295,0.0,2011
43716,1.0,Debris Burning,33.274805,-88.12513,Mar,0,17.87323944,4.009859155,68.4950495,23.6,2006
43717,80.0,Debris Burning,41.15823746,-96.94215393,Apr,0,8.051363636,4.634545455,61.95734597,1.9,2011
43719,3.0,Debris Burning,31.77058999,-89.26353001,Oct,0,15.62660944,2.416129032,72.15517241,0.0,2012
43721,85.0,Lightning,33.36333333,-109.10666670000002,Jun,13,28.58435518,1.995983087,13.5961945,0.0,1996
43727,70.0,Lightning,42.7693,-123.5042,Jul,0,25.06941176,2.472941176,45.96470588,0.0,2013
43733,12.0,Debris Burning,32.688793,-80.147499,Feb,0,13.65139442,3.324501992,64.52391304,0.0,2011
43734,2.7,Accidental,48.4833,-108.734,Sep,0,16.25221239,6.510176991,70.8,8.6,1999
43739,2.5,Lightning,40.28777778,-105.3191667,Jul,1,25.20477137,2.6071570580000003,40.66003976,25.1,2003
43755,10.0,Arson,25.4057,-80.5176,May,0,25.59052632,4.626842105,67.55789474,6.6,2014
43757,3.0,Accidental,34.237928499999995,-88.38811928,Jul,0,25.32480211,2.616931217,76.89298893,35.8,2014
43760,3.7,Debris Burning,33.89095611,-82.94374696,Jan,0,0.0,0.0,0.0,0.0,2012
43763,321.0,Lightning,30.76238333,-95.80558333,May,0,26.73012552,3.325941423,72.44351464,55.2,2011
43770,31.22,Arson,30.7961,-84.8115,Mar,0,17.88172043,2.404301075,58.63013699,0.0,2002
43772,27.0,Debris Burning,35.801667,-84.835,Aug,2,23.80444444,2.030555556,60.73333333,0.0,2011
43781,5.0,Accidental,58.20833333,-134.7466667,May,0,7.699404762,2.349404762,50.43113772,0.0,1996
43785,1.0,Arson,37.013478000000006,-119.403176,Jul,0,0.0,0.0,0.0,0.0,2015
43795,1.0,Debris Burning,34.92561666,-77.31005,Nov,0,10.15079365,2.203571429,79.53571429,69.6,2014
43799,3.0,Utilities,44.0736,-99.6059,Jul,0,18.57142857,4.157142857,57.83333333,0.0,1996
43800,0.8,Lightning,36.7,-106.619167,Jun,0,28.33536706,0.0,0.0,0.0,2012
43806,8.5,Arson,35.06805556,-84.5975,Mar,0,7.488095238,2.903571429,62.48875256,0.0,2009
43814,0.9,Accidental,43.15319941,-77.72839817,May,0,10.71018519,5.098148148,67.27314815,13.8,2004
43821,80.0,Utilities,29.220667,-98.5958,Aug,0,30.46161972,4.2316901410000005,61.78169014,0.0,2011
43830,1.18,Utilities,31.7901,-84.0961,May,0,22.52631579,2.448421053,66.94252874,14.5,1994
43832,2.5,Debris Burning,28.2835,-82.3083,May,3,22.60460829,1.8125,76.54210526,0.0,2012
43836,2.0,Debris Burning,35.48472,-83.25681,Apr,0,11.73895582,1.271084337,61.52953157,11.2,2010
43838,0.8,Arson,31.35333333,-95.27,Mar,1,20.352,4.902,65.51,16.5,2006
43842,20.0,Debris Burning,30.0176,-83.5283,Jan,1,0.0,0.0,0.0,0.0,2013
43844,62.0,Arson,31.909695000000003,-87.10418299999999,Dec,0,-0.982142857,5.164285714,65.69642857,0.0,2006
43856,2.38,Debris Burning,31.1724,-82.0377,Feb,0,15.15335689,2.7361702130000003,79.23529412,3.6,2001
43860,1.09,Debris Burning,32.24577778,-82.50299999999999,Jan,0,0.0,0.0,0.0,0.0,2014
43877,600.0,Lightning,41.3333,-110.9674,Aug,1,0.0,0.0,0.0,0.0,1994
43883,10.0,Debris Burning,26.49138889,-98.73944444,Aug,2,29.63817204,3.95483871,71.09677419,9.4,2004
43891,32.0,Lightning,32.5083,-103.7511,Aug,7,29.35363128,3.14972067,43.82681564,2.8,2011
43895,1.0,Arson,34.87440615,-88.50005478,Apr,0,16.72682927,2.931097561,65.7037037,0.0,1993
43896,6.4,Utilities,32.4757,-83.8532,Oct,0,16.81301775,2.430177515,73.73780488,88.4,1992
43898,2.0,Accidental,37.1736,-108.6979,Jun,0,20.27386364,3.501162791,29.33766234,0.0,1993
43899,3.5,Utilities,47.56333333,-115.925,Jun,1,14.44880952,0.7059523809999999,59.67857143,3.0,1995
43903,3.0,Arson,34.5596667,-95.41266667,Mar,0,6.908928571000001,4.023809524,67.33333333,0.0,2003
43907,1.22,Debris Burning,44.63418033,-73.44833193,Apr,0,6.091542289,2.365671642,67.80102041,30.6,2006
43911,32.9,Lightning,30.95313372,-95.25584296,Jul,0,30.60894737,2.412631579,62.56842105,6.3,2011
43913,3.0,Debris Burning,34.17121225,-84.97112511,Aug,0,0.0,0.0,0.0,0.0,2002
43915,2.0,Debris Burning,35.78266667,-79.70456667,Nov,0,6.55489022,1.571656687,68.41078838,0.0,2012
43928,7.0,Debris Burning,32.21974518,-82.37230692,Aug,0,27.134375,1.81875,67.51960784,0.0,2011
43930,5.5,Utilities,39.4732,-75.1608,Oct,0,8.856896552,2.443678161,73.83529412,11.7,2013
43932,12.94,Lightning,32.54258871,-83.78456427,Aug,0,26.54553571,2.650892857,75.23423423,34.2,2002
43936,40.0,Arson,33.9102161,-89.94629203,Mar,0,16.479375,4.25,59.25625,0.0,1994
43938,2.0,Utilities,48.4109,-105.0575,Sep,0,20.83233533,3.756551724,40.65517241,0.0,2001
43940,6.0,Lightning,44.51482,-104.2821,Jul,1,25.80897817,0.0,0.0,0.0,2012
43947,0.8,Debris Burning,35.614000000000004,-79.34398333,Apr,0,18.45328032,1.07833002,55.90719258,0.0,2010
43956,1.38,Debris Burning,31.03081105,-83.25465488,Feb,0,16.47727273,2.7860139860000004,76.49792531,0.0,2011
43963,12.0,Arson,31.136785,-88.133717,Feb,1,8.860846561,2.214893617,64.19148936,0.0,2007
43964,10.0,Arson,34.54443456,-88.53249006,Apr,0,15.48712871,3.600990099,41.42574257,0.0,1995
43966,6.0,Debris Burning,33.983334,-79.099998,Apr,0,12.674698800000002,1.915060241,65.55587393,0.0,2015
43971,0.6,Debris Burning,39.07722594,-80.24466519,Mar,0,3.6875,3.485795455,61.23493976,28.9,1999
43984,1.0,Lightning,36.92602,-107.67369,May,0,12.8313253,3.143975904,32.06626506,0.0,1999
43986,10.0,Utilities,30.94527302,-88.60469498,May,0,24.08047619,1.70952381,68.29012346,0.8,1998
43987,5.0,Arson,33.56010091,-88.38066234,May,0,21.35,3.4984375,49.6875,0.0,1992
43993,5.0,Lightning,46.2,-112.23333329999998,Aug,2,19.39240506,3.316455696,41.43708609,2.0,1996
43994,3.0,Lightning,37.22413,-112.88256,Aug,2,0.0,0.0,0.0,0.0,2000
43996,1.5,Arson,35.1716667,-87.8,Dec,0,2.23452381,1.942857143,59.19047619,0.0,2005
43998,0.75,Utilities,47.003066,-122.749134,Aug,51,24.56544503,2.138219895,59.9895288,0.0,2009
44000,164.7,Lightning,42.0097,-115.2533,Sep,1,18.54285714,3.893452381,31.39285714,0.0,2006
44004,75.0,Debris Burning,34.70833333,-89.30166667,Mar,0,14.22534562,4.014746543999999,58.85714286,100.6,2004
44006,7.0,Arson,30.39379695,-88.64646669,Apr,0,18.39939759,6.777108434,0.0,0.0,1993
44009,2.0,Debris Burning,33.199516,-80.558571,Apr,0,18.30387931,2.16637931,64.47838617,0.0,2014
44010,15.0,Debris Burning,34.62060763,-90.10737859,Apr,0,9.741071429,3.891666667,56.11904762,2.5,1996
44014,13.73,Debris Burning,34.9444,-85.3249,Feb,0,4.428571429,1.755952381,63.84146341,0.0,2000
44019,3.1,Debris Burning,33.27663333,-81.87088611,Jan,0,0.0,0.0,0.0,0.0,2013
44021,1.0,Debris Burning,34.29825,-92.27187,Sep,0,21.57433155,2.339572193,66.87150838,0.0,2015
44030,60.0,Debris Burning,35.534383,-84.93921999999999,Apr,1,9.349180328,3.282786885,68.36514523,45.0,2007
44031,2.0,Lightning,47.63388889,-113.3686111,Aug,0,20.15,2.602352941,52.51176471,0.3,1999
44033,2.0,Debris Burning,34.38510003,-89.84306282,Feb,0,10.73869048,3.883928571,51.23780488,0.0,1995
44034,1.0,Lightning,32.69305556,-116.4627778,Aug,0,23.2556213,3.3443786980000003,52.11242604,0.3,2015
44036,2.0,Accidental,34.672356,-82.317245,Mar,1,12.53113553,1.804395604,59.59615385,0.0,2012
44038,1.0,Arson,31.94520921,-89.40052522,Aug,0,28.12733333,2.044,65.98666667,0.0,1995
44043,8.0,Utilities,45.6972,-107.5145,Mar,0,5.777108434,2.739759036,41.31325301,0.0,1999
44050,1.0,Debris Burning,48.1067,-105.3886,Mar,0,4.6,4.393333333,67.9382716,0.0,1999
44054,1.0,Debris Burning,30.73662195,-88.4859988,Mar,0,16.81666667,3.645238095,76.75373134,52.3,1993
44056,3.02,Debris Burning,30.98915556,-83.74658333,Feb,0,9.089641434,2.242629482,71.76407507,0.0,2014
44066,15.1,Accidental,31.46416667,-110.3797222,Mar,3,16.36559633,3.633944954,19.50458716,0.0,2009
44074,108.0,Debris Burning,31.49707797,-89.66621656,Oct,0,20.03968254,1.773558648,55.30681818,0.3,2015
44075,20.0,Arson,48.8917,-99.9867,Apr,0,0.617629179,6.348632219,70.94755245,42.4,2007
44077,2.0,Accidental,37.04931,-88.0412,Oct,0,14.03968254,1.16547619,57.4011976,0.0,2010
44080,0.65,Arson,30.8295,-81.9993,Apr,0,18.64464286,3.231547619,79.97435897,160.5,1995
44084,1.5,Debris Burning,47.64695191,-95.66760537,May,0,10.2202381,4.415873016,52.14880952,0.0,2013
44086,14000.0,Lightning,65.8328,-155.6526,Jun,19,12.98159509,1.552147239,46.69325153,0.0,1994
44090,2.0,Arson,31.8065,-81.6129,Jul,0,28.75063291,3.896202532,66.90909091,56.0,1996
44094,5.0,Debris Burning,31.33407736,-89.71164765,Oct,0,19.7974359,2.169230769,66.02564103,0.0,1995
44114,0.95,Arson,32.9385,-83.791,Mar,0,13.03154762,3.613690476,61.93975904,16.2,1994
44126,35.0,Arson,34.6786,-94.8553,Dec,0,8.010695187,2.778342246,71.87009063,0.0,2008
44128,25.0,Arson,36.44605,-83.118433,Mar,0,7.9453125,1.496078431,58.66666667,0.0,2014
44131,3.0,Utilities,33.6134,-104.0322,Mar,0,5.537362637,5.192857143,51.68361582,1.3,1998
44135,1.5,Lightning,34.1359,-109.7007,Jul,0,27.41666667,4.566666667,21.25,0.0,2002
44142,51.0,Arson,32.07785,-85.765536,Apr,0,0.0,0.0,0.0,0.0,2004
44144,1.0,Debris Burning,31.8578,-81.4514,Jun,0,27.89690722,4.275257732,63.80821918,0.5,2002
44148,1.0,Utilities,36.382972,-118.870042,Jun,0,26.17892644,2.738966203,36.42345924,0.0,2007
44149,2.0,Accidental,34.050432,-88.18862800000001,Jan,0,7.889020153,0.0,0.0,0.0,2008
44150,5.24,Debris Burning,34.1045,-85.1074,Nov,0,13.72666667,2.487209302,42.05813953,0.0,2001
44158,4.0,Utilities,38.975981,-122.603269,Aug,0,18.97126437,2.068390805,65.6954023,0.0,1999
44165,1.0,Lightning,35.392,-108.6112,Jun,1,21.45434783,3.397282609,26.48333333,4.3,2006
44166,4.3,Arson,33.3856,-110.4361,Apr,0,21.68372093,4.165697674,17.587209299999998,0.0,2006
44167,2.0,Debris Burning,40.272767,-120.48905,Jun,0,19.81767677,3.648989899,20.96969697,0.0,2014
44168,2.0,Lightning,48.0792,-119.9497,Jun,0,19.56153846,3.623668639,37.84615385,0.0,2013
44183,35.0,Arson,34.5407,-94.8377,Oct,0,13.6500994,2.686481113,73.86908078,0.0,2005
44187,20.0,Lightning,41.74166667,-121.34166670000002,Aug,1,20.62121212,3.601212121,55.03030303,0.0,1992
44190,5.0,Utilities,40.7666,-118.001,Aug,0,18.23529412,3.2923529410000003,45.85294118,0.0,1999
44191,3.0,Accidental,44.0514,-99.4206,Apr,0,5.659405941,4.388118812,61.78441558,2.8,2015
44193,3.0,Debris Burning,31.283838,-86.828304,Jan,0,0.0,0.0,0.0,0.0,2004
44194,3.8,Debris Burning,41.002,-78.4123,May,0,16.36801802,2.013963964,69.69406393,10.9,2015
44196,1.0,Accidental,41.13235348,-73.94035861,May,1,18.89873418,3.077027027,43.17123288,0.0,2001
44198,7.0,Lightning,40.7425,-108.7084,Aug,1,25.0297619,2.657142857,43.29166667,0.0,2003
44199,1.0,Debris Burning,32.96560603,-90.17228173,Mar,0,9.117886179,4.439430894,78.16517857,59.3,1998
44201,4.0,Accidental,46.7992,-88.4305,Apr,0,-2.520679012,6.734876543,78.27444795,0.0,2011
44202,8.0,Lightning,30.7514,-85.7398,Jun,0,11.13819444,4.229166667,0.0,0.0,2011
44206,2.68,Accidental,30.87146667,-84.10623056,Nov,0,12.50793651,1.723611111,62.51142857,0.0,2014
44208,150.0,Arson,37.03444444,-83.46805556,Sep,11,22.13435583,1.670552147,60.09202454,0.0,1999
44209,10.0,Lightning,42.9624,-114.5862,Sep,1,0.0,0.0,0.0,0.0,2004
44210,5.0,Arson,30.9717297,-89.33815685,Mar,0,10.82754491,2.104191617,60.79041916,0.0,1994
44211,1429.0,Utilities,43.82897,-116.47561,Jul,1,25.22169811,2.65754717,36.75471698,0.0,2012
44212,793.0,Lightning,39.2447,-108.4834,Aug,5,23.87700535,3.1363636360000005,42.71122995,0.8,2003
44215,9.0,Debris Burning,34.29090374,-84.85201572,May,0,15.27207207,0.981531532,74.55868545,4.3,2011
44219,2.0,Lightning,30.78071667,-94.69246667,Jun,0,0.0,0.0,0.0,0.0,2009
44221,26200.0,Lightning,65.5662,-151.8859,Jun,49,16.93,2.62,61.17272727,0.0,1993
44222,35.0,Lightning,44.74305556,-105.1238889,Jul,1,25.38709677,4.472903226000001,35.34193548,0.0,2002
44229,60.0,Debris Burning,36.32155,-90.97174,Mar,0,15.42231076,5.597609562000001,68.13147409999999,0.0,2011
44235,1.0,Lightning,29.2816,-82.6322,Jun,0,26.47706422,1.658103976,72.09480122,0.0,2011
44237,2.0,Lightning,41.285,-109.3001,Jul,0,25.50625,2.425,38.2125,0.0,2002
44258,6.0,Debris Burning,34.133707,-86.00753399999999,Apr,0,0.0,0.0,0.0,0.0,2006
44264,5.0,Debris Burning,34.605,-94.7,Mar,0,0.0,0.0,0.0,0.0,1995
44268,18.8,Debris Burning,31.722148,-86.52356400000001,Mar,0,12.05428571,1.974285714,52.32075472,0.0,2007
44269,5.0,Lightning,26.3637,-81.7581,Aug,0,27.66569038,2.227196653,78.72384937,81.8,2014
44276,60.0,Lightning,36.4822,-108.0337,Jul,0,26.31609195,4.206962025,33.955696200000006,0.0,2000
44279,6.0,Debris Burning,34.7612,-98.5017,May,0,25.80327869,5.286885246000001,67.65517241,2.8,2003
44282,1.0,Arson,25.6405,-80.4971,Mar,0,23.10810811,5.638610039,81.57142857,3.5,2015
44285,383.0,Lightning,35.70444444,-118.5883333,Aug,1,28.55816327,2.374489796,31.18877551,0.0,2013
44286,2.0,Lightning,38.0272,-113.6164,Jul,0,0.0,0.0,0.0,0.0,1999
44287,1.0,Debris Burning,32.0276,-111.7468,Jan,0,0.0,0.0,0.0,0.0,2008
44292,3.0,Accidental,35.129117,-86.42178299999999,Jun,0,24.23015873,1.443650794,65.248307,0.0,2012
44293,2.03,Debris Burning,32.03237778,-84.72070278,Apr,0,11.50221239,1.906415929,76.70819672,10.7,2013
44294,2.0,Arson,33.589001,-79.68061800000001,Mar,0,8.047619048,2.940277778,66.59827214,0.0,2013
44298,0.88,Arson,42.72436869,-73.9566746,Nov,0,5.5915,3.105699482,64.02590674,0.5,2001
44300,1.5,Arson,34.0920894,-84.87764397,Jun,0,23.18731707,1.199512195,71.08762887,13.8,2011
44304,2.08,Accidental,34.8586,-85.0738,Nov,0,13.29444444,1.917127072,56.16574586,0.0,2001
44312,5.0,Arson,32.7705849,-89.45155315,Sep,0,26.29356725,1.6871345030000002,63.01176471,0.0,1995
44321,2.58,Arson,42.693000000000005,-73.5704,Apr,0,8.30260223,5.22527881,72.41132075,143.8,2012
44323,10.0,Debris Burning,40.2047,-110.2293,Mar,0,5.8652694610000005,2.899401198,45.02994012,0.0,1992
44339,3.0,Utilities,26.828000000000003,-81.5634,Mar,0,21.52261905,3.242857143,0.0,0.0,2014
44340,18.0,Arson,34.98228,-95.43302,Mar,0,10.02561576,3.24137931,59.33990148,19.4,2013
44343,1794.0,Lightning,47.71861111,-113.51666670000002,Aug,0,14.8638191,2.498924731,62.45614035,17.0,2001
44345,2.0,Lightning,37.3,-114.5008,Jul,2,0.0,0.0,0.0,0.0,1996
44348,4.0,Debris Burning,33.247632,-86.284562,Mar,0,0.0,0.0,0.0,0.0,2003
44353,5.2,Accidental,36.05,-109.134,Sep,0,0.0,0.0,0.0,0.0,1996
44361,3.0,Lightning,31.8073,-109.0538,Jul,0,29.24902724,3.959922179,24.43529412,0.0,2007
44372,1.0,Utilities,48.2692,-105.4028,Jul,0,20.85911602,3.402762431,52.71270718,6.7,2014
44377,0.8,Lightning,28.8964,-81.5472,Aug,0,27.90319149,2.651595745,77.16489362,10.6,2012
44392,23.0,Arson,34.107285,-85.70996600000001,Sep,0,23.054,2.316,77.73388773,2.5,2008
44393,4.75,Arson,34.0188,-85.3746,Jul,0,27.57382199,2.028272251,68.23863636,0.8,2000
44396,22.0,Debris Burning,34.423542,-87.170692,Mar,0,0.0,0.0,0.0,0.0,2004
44398,1.0,Lightning,43.51724,-103.53413,Sep,0,21.53,3.951,60.91457286,13.3,1996
44401,33.0,Lightning,31.06143846,-82.06700321,Jun,0,29.18541667,1.851875,61.569869,0.0,2011
44404,0.59,Arson,32.1842,-83.7529,Mar,0,15.70892857,3.304761905,59.43373494,16.2,1994
44412,0.9,Debris Burning,45.25350471,-87.58285708,May,0,6.145180722999999,3.922289157,58.42771084,0.0,1996
44420,0.88,Accidental,41.42086511,-73.95436401,Mar,0,5.784810127,3.056329114,55.54140127,0.0,2006
44425,2.25,Debris Burning,33.76899596,-83.38533952,Mar,0,-12.0901737,2.663095238,0.0,0.0,2011
44428,8.0,Lightning,48.05333333,-120.3833333,Sep,4,18.84848485,2.9212121210000004,47.87272727,0.0,1996
44429,3.0,Utilities,37.43805556,-107.8105556,Jun,1,21.925,3.81875,23.40625,0.0,1994
44431,0.9,Utilities,36.5417,-96.1625,Dec,1,4.973809524,1.988690476,70.23214286,0.0,2015
44434,1.0,Utilities,35.53207648,-114.2821813,Aug,0,31.10819672,4.17704918,23.87090164,0.0,1994
44439,4.68,Debris Burning,31.44038309,-82.5879177,Feb,0,12.92955466,1.565587045,73.17959184,4.8,2012
44440,2.0,Arson,34.79935335,-89.27410875,Mar,0,12.29790576,4.315706806000001,65.17553191,36.0,1997
44446,8.5,Lightning,48.3439,-119.1278,Jun,2,20.09085714,2.716,49.49714286,6.7,2009
44452,10.0,Accidental,37.3164,-120.7464,Jul,1,0.0,0.0,0.0,0.0,2005
44453,12.0,Arson,32.90191317,-89.65025369,Sep,0,23.91631579,3.372631579,51.67368421,0.0,1999
44460,1.0,Accidental,44.80222222,-93.28916667,Jul,0,24.18367347,3.2290816330000003,67.02051282,2.6,2004
44466,6.0,Arson,32.907806,-85.930227,Jul,0,26.23306773,0.843426295,69.5511022,0.0,2008
44473,108.8,Arson,31.4636,-81.4152,Mar,0,15.77,2.99,66.47435897,12.0,1996
44478,3.0,Debris Burning,38.75,-82.65833333,Apr,0,18.16883117,5.261688312,56.25657895,10.4,1998
44481,5.0,Utilities,33.56666667,-116.7266667,Aug,0,36.75217391,3.404385965,0.0,0.0,1992
44484,2.0,Accidental,39.6458475,-79.86924356,Apr,0,0.0,0.0,0.0,0.0,2003
44485,12.0,Arson,34.254449,-88.134231,Oct,0,8.08968254,2.151190476,0.0,0.0,2008
44494,6.0,Debris Burning,32.22763,-88.34064599999999,Mar,0,13.82925926,2.684074074,81.48095238,47.4,2003
