,fire_name,fire_cause
4262,CHASE,Accidental
4269,LOBATO,Lightning
4274,3 K PUMPHS,Accidental
4294,8.92015E+12,Accidental
4309,ANDERSON BEND2,Arson
4318,RIVER,Other
4319,BORADER 25,Other
4320,CABIN,Accidental
4322,VOLCANO,Lightning
4334,MELTING FENCE,Debris Burning
4336,58-TRILLIUM FIRE-0355,Other
4341,BEAR,Accidental
4342,OPIE,Arson
4351,CEMETARY,Debris Burning
4354,BUCKS BR.,Arson
4357,HOT ASH FIRE,Accidental
4362,SCALES,Lightning
4364,182ND AVE (42),Other
4367,ASH,Accidental
4371,SEPTIC SPRAY III,Debris Burning
4386,CAT BRANCH,Lightning
4392,HALFMOON 16,Accidental
4399,FY2013-TWIGGS-027,Debris Burning
4414,30315,Debris Burning
4415,FY2012-TAYLOR-028,Debris Burning
4416,OLDSMOBILE,Debris Burning
4420,YAK,Lightning
4423,ASSIST 6,Utilities
4436,PITTMAN,Arson
4440,HESPERIA,Utilities
4444,848,Other
4453,PHEASANT,Arson
4460,TWO ANGELS,Lightning
4462,WHITES FERRY ROAD,Arson
4464,NARROWS,Lightning
4467,WEST CREEK,Other
4469,WESTERN,Debris Burning
4470,PIPKIN2,Debris Burning
4483,APACHE,Utilities
4491,FY2013-HALL-006,Arson
4497,FY2001-MCINTOSH-073,Arson
4505,SW CR 100A (04),Debris Burning
4512,10215,Arson
4513,FY2002-UPSON-095,Accidental
4514,DUDLEY DRIVE,Debris Burning
4516,FY2015-POLK-003,Arson
4520,JACKSON 2,Arson
4521,70TH (11),Lightning
4528,SHE BEAR MOUNTAIN,Lightning
4531,MISSAUKEE 08 - WEST FALMOUTH,Accidental
4537,HALLOWEEN,Other
4538,BARKER,Utilities
4541,INDIANA,Lightning
4545,B AND C FIRE,Debris Burning
4547,NO NAME 160,Utilities
4556,STAMPEDE,Arson
4557,ML26,Accidental
4563,ASK FIRST,Debris Burning
4564,MICHELLES RIDGE,Arson
4568,ITALIAN SPRINGS,Lightning
4569,RL 049,Arson
4582,GRAHAM,Debris Burning
4585,ROAD,Debris Burning
4590,WEST TOLAR,Utilities
4594,MONTEREY,Other
4595,ANTONE,Lightning
4596,BLOCK D,Accidental
4599,SNOWY,Accidental
4601,LITTLE CAT,Lightning
4604,GREASY CREEK,Arson
4605,PRATT SANDHILLS,Other
4608,FY2011-MCDUFFIE-043,Lightning
4611,HAUSER,Accidental
4616,FY2011-BARTOW-044,Arson
4620,FY2012-OGLETHORPE-023,Accidental
4622,DOE CREEK,Lightning
4625,EAGLE POINT,Debris Burning
4634,RIZZI,Lightning
4640,A-10,Other
4646,MS1815,Debris Burning
4662,SIGN CREEK,Lightning
4678,ROMAN,Accidental
4698,JONES 2,Lightning
4709,GOLD STRIKE,Debris Burning
4718,6115,Utilities
4721,ALESSANDRO,Other
4722,06-12-ANDERSON STREET FIRE-0882,Debris Burning
4726,FY2011-TREUTLEN-103,Debris Burning
4727,POWDER HOUSE CANYON,Lightning
4729,UNNAMED FIRE 0363,Arson
4732,2520,Debris Burning
4733,OTA 217,Arson
4735,133,Arson
4736,SABRE,Utilities
4737,BOAT DOCKS,Accidental
4739,BRUSH VALLEY ROAD FIRE,Debris Burning
4745,30528,Arson
4747,MESQUITE,Other
4750,COTTONWOOD CREEK,Lightning
4752,GULL LAKE,Arson
4758,FIVE KIDS,Accidental
4771,CRESTVIEW,Utilities
4772,OIL CREEK,Lightning
4773,ASPEN,Other
4792,LOOKOUT TOWER ROAD,Arson
4793,CRANBERRY ROAD FIRE,Debris Burning
4801,HULL DRAW,Utilities
4807,BLACK EGG,Debris Burning
4808,POWERLINE FIRE(03),Debris Burning
4809,BUNYAN POINT,Lightning
4813,ANGLE FIRE 3/22/14,Accidental
4814,LAVA,Lightning
4816,SHEKLUKSHU,Lightning
4821,STEAMBOAT,Utilities
4829,NOT QUITE,Arson
4835,20223,Other
4838,WOODEN TOWER,Other
4866,RL352,Other
4868,FY2011-CLAYTON-004,Debris Burning
4872,2 LAZY 2,Utilities
4878,STRIKE,Accidental
4880,RL164,Arson
4881,KEITH,Other
4903,CANYON,Accidental
4904,KEMMER,Arson
4906,CAMP,Lightning
4916,HOTTLE FIRE,Utilities
4924,QUAKY HAVENS,Accidental
4925,MURDICK FIRE,Other
4929,ROONEY HOLLOW,Debris Burning
4930,COSTILLO,Lightning
4934,LITTLE BEAVER,Debris Burning
4939,"HWY 99 / CR 27, AL",Debris Burning
4941,STATEHOUSE JR.,Lightning
4942,FY2012-MCDUFFIE-029,Arson
4945,FY2002-POLK-063,Arson
4946,BAKERSFIELD,Arson
4948,FY2011-WHEELER-066,Debris Burning
4949,DEERHORN,Arson
4952,FY2002-BARTOW-049,Other
4955,DOG TOWN 1,Utilities
4960,FY2012-BEN HILL-032,Debris Burning
4964,SAWMILL,Lightning
4965,GOOSE 2,Arson
4967,JOHNSON,Debris Burning
4973,LOST PRAIRIE NORTH,Other
4977,DAM,Arson
4980,RAMER SELMER RD,Debris Burning
4986,ABRAMS VIEWS,Other
4988,HOEFER FIRE,Debris Burning
4990,COPPER,Other
4992,UNITY,Arson
5007,FATHERS DAY,Utilities
5013,FY2002-FLOYD-016,Arson
5015,LIMEKILN,Debris Burning
5026,JONES RD. 1,Accidental
5030,OREGON,Arson
5034,SOUTH TRAIL II,Lightning
5040,POST MOUNTAIN,Arson
5041,"OLD STAGE RD., AL",Arson
5044,NORTH ROCK CREEK,Other
5052,FY2013-LANIER-009,Debris Burning
5070,TIGER CREEK,Arson
5075,30499,Arson
5083,7069,Accidental
5095,SALVAGE,Debris Burning
5102,R3,Debris Burning
5113,SPARL PLUG,Arson
5119,GONZALES,Utilities
5138,BECKY,Lightning
5140,AIRPORT,Debris Burning
5144,FY2014-RICHMOND-007,Arson
5158,9.32014E+12,Debris Burning
5164,EAST,Lightning
5167,AXON ROAD,Accidental
5174,LAIDLOW,Lightning
5178,FY2011-GLYNN-028,Lightning
5190,RL522,Accidental
5192,MILEPOST 7,Other
5196,ALDERS,Lightning
5213,103,Arson
5218,PRESTON,Lightning
5221,FY2012-PEACH-016,Debris Burning
5231,FATHER'S DAY 03,Lightning
5236,EAST POINT,Lightning
5245,FY2001-TAYLOR-006,Debris Burning
5247,STATE,Other
5258,OAK 38,Debris Burning
5259,LENNY,Other
5264,FY2003-POLK-016,Arson
5269,BOWL CREEK,Lightning
5284,ISHKOTEN,Lightning
5287,FISH LAKE,Lightning
5290,FY2014-LONG-003,Debris Burning
5294,1290,Other
5303,CHARLES,Other
5306,FY2001-MUSCOGEE-003,Arson
5311,MAUI,Lightning
5312,GREENER PASTURE  (06),Arson
5319,FY2002-DECATUR-058,Debris Burning
5324,FY2011-LONG-080,Arson
5325,GOODE1,Debris Burning
5330,FY2001-BLECKLEY-048,Utilities
5332,101-4,Arson
5351,SHILOH RD,Arson
5359,OUTDOORSMAN FIRE,Other
5361,958,Utilities
5364,UTAH HILL,Lightning
5370,HENDERSON - 120,Debris Burning
5371,SONOMA,Lightning
5377,9290-SOUTH,Lightning
5380,CADDO,Other
5383,MARCELL,Other
5389,FY2002-EARLY-051,Utilities
5390,STATE,Utilities
5399,FILLY,Lightning
5408,BORDER PNF 04-02,Lightning
5409,TONEY BUTTE,Lightning
5410,BATTLE,Lightning
5411,1.61202E+13,Debris Burning
5412,TIPTON,Other
5416,"31197 HWY 431, AL",Other
5419,HOG RUN,Utilities
5430,LONGROCK,Arson
5434,GOOSE LAKE SUBSTATIO,Utilities
5437,TOPAUM,Other
5443,REVEL,Accidental
5445,UNKNOWN,Debris Burning
5455,EMIGRATION I,Lightning
5467,192ND ROAD (61),Accidental
5474,6,Debris Burning
5483,LAKE POINT RD (32),Debris Burning
5484,FIRST CANYON,Lightning
5487,EMPTY,Accidental
5489,S.HUBBUTTE,Accidental
5501,STABLE,Utilities
5512,POWERLINE ROW,Accidental
5514,MM-162,Other
5525,WILDHORSE #2,Utilities
5527,18,Debris Burning
5536,ELLIS,Debris Burning
5544,BLUE RIDGE,Debris Burning
5551,LINDEN - 634,Utilities
5553,FY2011-CANDLER-057,Debris Burning
5555,FY2011-WORTH-055,Debris Burning
5560,SE 16 AVE(01),Debris Burning
5571,RL268,Arson
5573,EASTLAND RD 8646,Accidental
5576,RL 024,Accidental
5593,14 TWO,Lightning
5597,CUTTER,Arson
5598,CIPV MILL,Utilities
5603,KEINTZ,Accidental
5604,162ND ROAD (61),Other
5608,ROSE #5,Arson
5610,COALDALE,Debris Burning
5611,NOON,Other
5617,ROSEBUD/CUSTER COMPLEX,Other
5618,FY2011-IRWIN-052,Debris Burning
5634,CREEDS CROSSING,Accidental
5636,1.41202E+13,Debris Burning
5645,YOCUM,Other
5660,TWIN BUTTE,Other
5675,LIVINGSTON - 227,Utilities
5678,POWERLINE,Lightning
5680,ROUTE 340 BY-PASS,Utilities
5682,ZOAR RIDGE,Arson
5686,BLUE SPRIN,Lightning
5692,HEART BREAK (O6),Debris Burning
5697,STERLING,Other
5702,RATTLESNAKE,Lightning
5708,CUMBERLAND,Other
5711,BEAR CREEK PNF,Lightning
5713,IX,Accidental
5721,TRUEMAN #3,Arson
5732,CAMAS CRK,Debris Burning
5738,GOLD BRICK FIRE,Arson
5748,FY2014-EMANUEL-010,Accidental
5752,BLACK,Other
5755,POPLAR FLATS FIRE,Other
5758,SCHOOL,Other
5763,EASTER,Debris Burning
5764,ROUNGBOTTOM,Utilities
5768,SOUTH SUMMIT,Arson
5769,BUCK LN,Debris Burning
5770,30314,Arson
5773,930,Debris Burning
5781,FY2011-WILKINSON-017,Debris Burning
5792,ENAS,Other
5799,CORRAL,Lightning
5819,FY2002-BRANTLEY-036,Debris Burning
5820,ALTAPASS,Utilities
5826,FY2002-CLAY-007,Debris Burning
5827,CHEVRON,Utilities
5828,SANTAN,Debris Burning
5831,TH1706,Arson
5832,FRITZ SPUR,Utilities
5851,1.41201E+13,Debris Burning
5859,POLE FIRE,Lightning
5860,FY2012-TROUP-005,Arson
5866,GRINDER,Utilities
5871,HORSESHOE,Other
5875,FOUR TRACK,Accidental
5881,FAWN TRAIL,Debris Burning
5882,FY2001-LUMPKIN-030,Debris Burning
5890,FIRST,Arson
5893,FY2014-COLUMBIA-006,Debris Burning
5915,FY2002-MILLER-037,Debris Burning
5920,SYCAMORE,Debris Burning
5923,BOHANNON,Lightning
5925,WHITE,Lightning
5928,LAKE ROAD,Lightning
5931,201536,Other
5940,WARP,Lightning
5945,FIRST AVENUE (11),Arson
5949,WW SOUTH,Other
5953,OTA 23,Lightning
5956,CASWELL,Debris Burning
5961,CLA20330809,Arson
5966,KRAMER,Debris Burning
5971,ANGUS,Arson
5976,WATTS,Lightning
5977,COYOTE 1,Lightning
5978,BIG CREEK WF,Other
5980,SALT CREEK MARSH,Other
5991,ROAD 10 HALF,Accidental
6001,RAILROAD,Debris Burning
6009,CRATER,Utilities
6012,NEWELL PRONG,Lightning
6022,MITCHELL CREEK,Debris Burning
6028,CROW CREEK,Other
6029,BENNETT CANYON,Lightning
6040,WEST MILFORD,Debris Burning
6043,SHANG,Accidental
6055,HILLS,Accidental
6056,BUSH,Other
6060,CAVERN,Arson
6065,MOORE,Lightning
6071,EDDYVILLE,Debris Burning
6075,158 BLUE SKY,Accidental
6080,KING,Arson
6083,TMCOMPLEX2,Other
6090,FLAT ROCK,Other
6096,BFE 1,Arson
6098,BUCK,Arson
6104,SOUTH MARVINE,Lightning
6111,BLUE MTN,Lightning
6114,AIRPORT,Other
6117,LOWER EDNA,Debris Burning
6119,7024,Debris Burning
6121,3 BALE,Arson
6123,BUCK LAKE,Other
6125,PINE RIDGE,Lightning
6126,BEAUTY HILL 2,Debris Burning
6130,FY2001-MILLER-022,Debris Burning
6136,FY2013-WAYNE-025,Debris Burning
6137,MULTIPLE START,Utilities
6140,PINEGROVE 1,Arson
6141,CASTLE,Lightning
6143,LOST,Lightning
6151,RT. 94,Debris Burning
6159,1201 WINAWAY #2,Arson
6160,COAL 2,Other
6166,COAL,Other
6180,J & M FIRE,Debris Burning
6186,129895-02810-10252015-1607,Debris Burning
6187,DEE'S FIRE,Utilities
6188,LAUREL LANE FIRE,Accidental
6189,CEDAR VALLEY,Arson
6199,EUCALYPTUS,Arson
6203,CEMETERY,Other
6205,FY2002-DOOLY-029,Debris Burning
6208,FY2015-SCHLEY-006,Debris Burning
6211,LICK BRANCH,Accidental
6215,FY2013-HARALSON-041,Debris Burning
6217,FY2016-MARION-003,Arson
6227,PITCHING MACHINE FIRE,Other
6247,HAYFIELD  (47),Lightning
6249,OLD FILSON,Lightning
6256,LINDEN - 53,Arson
6261,BLUE MOUNTAIN,Lightning
6263,LAKE,Debris Burning
6266,COON HOLLOW,Other
6268,SICKLE,Utilities
6270,25 RD #2,Other
6279,FY2002-WHITFIELD-031,Debris Burning
6295,EC20079,Arson
6296,WOODY'S,Other
6300,20144,Arson
6302,FY2002-HALL-038,Arson
6309,MCBEE,Lightning
6311,FAIRPLAINS SHINN ROAD,Debris Burning
6313,PORTER,Other
6330,A1306002,Debris Burning
6336,SHERWOOD LOOP FIRE,Debris Burning
6338,STARR,Arson
6340,FLAT SPGS,Lightning
6342,SOUTHFORK,Debris Burning
6345,CABIN CREEK,Lightning
6346,FY2002-EARLY-002,Debris Burning
6352,DEAD COW FIRE,Debris Burning
6353,MARSHALL #2,Arson
6355,222,Other
6362,BAYS MT,Debris Burning
6365,"SUGARCAMP, HUFF CREEK",Utilities
6367,LIVINGSTON - 192,Accidental
6370,SLOSSER RD,Other
6371,ROGER'S PASTURE,Utilities
6376,GLOW STICK(11),Lightning
6386,MILLIGAN,Other
6387,RL 240,Accidental
6389,LAST CHANCE RIDGE,Lightning
6393,KARNS #2,Other
6398,PHILLPS,Debris Burning
6417,HONEY LOCUST,Debris Burning
6419,20473,Arson
6427,SPRING,Other
6429,FY2000-PULASKI-052,Debris Burning
6433,GRAYPOINT,Lightning
6442,HWY 4,Other
6445,J-O,Debris Burning
6448,HERRON RIV,Lightning
6457,COOKS,Other
6459,COAL CR,Debris Burning
6460,FISHER VALLEY ROAD FIRE,Arson
6461,BORDER,Lightning
6467,COTTONWOOD,Lightning
6476,INDEPENDENCE,Accidental
6478,229,Accidental
6485,9.2014E+11,Accidental
6489,BOX,Other
6493,NORTH END,Accidental
6498,MORRISON,Lightning
6507,GROB LAKE,Other
6516,SANDOVAL,Lightning
6517,9.2014E+11,Debris Burning
6518,BARREL,Debris Burning
6519,FY2002-TAYLOR-035,Accidental
6520,LIVINGSTON - 732,Accidental
6524,SHAGGY,Lightning
6530,30118,Arson
6532,TRAVIS CREEK,Lightning
6563,GANNETT 41,Lightning
6564,SET BOTH SIDES,Arson
6574,KERLEY RD,Debris Burning
6575,SPUNKY,Other
6581,57 - SOYBEAN DR FIRE-0329,Debris Burning
6592,ROBINSON,Lightning
6594,OAK MTN.,Arson
6597,ORDERVILLE,Debris Burning
6606,FY2013-BAKER-006,Debris Burning
6613,FY2015-MITCHELL-001,Lightning
6617,PERU,Lightning
6626,9.92014E+12,Debris Burning
6629,EDWARDS ROAD,Other
6636,BEAR,Lightning
6640,WANNA,Accidental
6641,M.JOESEPH,Accidental
6642,BOND,Accidental
6644,COAL CITY RAOD,Arson
6651,CHURCH HILL,Accidental
6654,INDIAN WELL,Lightning
6655,FY2011-COLUMBIA-017,Debris Burning
6659,RL423,Debris Burning
6660,DRUMSPRING,Debris Burning
6669,EAST THOMPSON PEAK,Lightning
6672,MEREDITH,Lightning
6678,LINDEN - 700,Utilities
6682,10420,Arson
6694,MCCAULEY,Utilities
6695,BULL RUN,Other
6700,F,Lightning
6701,WOOD TICK,Arson
6704,WEST KILI,Arson
6707,DEER STAND FIRE,Arson
6709,DOF#175,Utilities
6710,70,Debris Burning
6714,430,Lightning
6719,SWITCHBACK,Other
6720,BANJO BRANCH,Arson
6721,FERN (40),Debris Burning
6723,FARR,Other
6726,SOUTH SPRING,Lightning
6738,SCHOOL,Debris Burning
6740,JETPORT1N,Other
6741,BOURLAND,Other
6746,BEAVER,Lightning
6748,HWY 155 MM 73,Utilities
6757,BTU DOE 2,Lightning
6761,RICHMOND RIDGE 2,Lightning
6767,FY2013-BURKE-037,Debris Burning
6768,CLE10827143,Arson
6771,OWL BRANCH # 3,Arson
6776,LISMAN,Arson
6790,RAILROAD FIRE,Utilities
6793,CEDAR,Accidental
6795,BERGER,Accidental
6798,POWERLINE 8,Utilities
6807,BLUNDELL,Lightning
6815,COPPER,Lightning
6832,MARK,Arson
6841,CHEROKEE,Other
6846,CESSAMY,Debris Burning
6855,3MILE HILL,Other
6856,BORREGO,Lightning
6858,TURNER GULCH,Other
6872,CHALLENGER,Utilities
6885,5,Arson
6892,EAGLE UNIT II,Arson
6893,FY2012-SUMTER-042,Debris Burning
6898,20051,Arson
6899,FY2000-DECATUR-085,Debris Burning
6901,HORSE.,Debris Burning
6906,MADERA,Other
6909,PLAYGROUND,Arson
6910,HILL,Debris Burning
6911,COLFCOURSE,Accidental
6924,RAIL ROAD SPRINGS,Lightning
6935,MM70 I84,Utilities
6942,RAILWAY,Utilities
6949,LONG,Lightning
6950,COLUSA NWR EAST BOUNDARY,Other
6951,BEAR BRANCH FOX LOT,Utilities
6956,FY2012-MUSCOGEE-001,Accidental
6965,BROOM CREEK,Accidental
6970,BLACK,Lightning
6972,STONE,Other
6983,HIGH ROCK,Lightning
6984,CORINTH,Arson
6991,SCRAPE (05),Arson
6993,WHERE'S THE,Lightning
7001,GREEN MILE,Other
7020,10306,Utilities
7021,VAUGHT MTN.,Arson
7025,KEWA,Lightning
7041,MICROWAVE,Lightning
7044,C&R,Debris Burning
7045,RICE 3,Accidental
7051,GARRETTS FORK,Debris Burning
7053,HAYWIRE,Other
7054,F5 SET 2 (57),Arson
7056,WATER CAN,Lightning
7059,LOUISCOLVI,Other
7060,847,Lightning
7064,CAVE WFU,Lightning
7067,FY2000-CAMDEN-099,Lightning
7071,RL 227,Accidental
7074,GORHAM RR,Utilities
7092,RL128,Other
7096,LINDEN - 88,Debris Burning
7106,BORDEN GULCH,Lightning
7108,CHRISTMAN,Utilities
7117,REGIONAL,Other
7135,AUGUSTUS RD.,Utilities
7137,STEEP,Utilities
7150,COOKIE,Utilities
7160,FY2011-FLOYD-102,Arson
7162,PLUMMERS CREEK (45),Lightning
7166,TRAIL,Accidental
7177,BURNHAM,Utilities
7178,FY2003-CATOOSA-005,Accidental
7180,MILZ,Lightning
7181,RICELK,Debris Burning
7187,FOUR TANKS,Lightning
7193,EXETER MOUNTAIN,Accidental
7194,PICABO HIL,Lightning
7196,CARCASS,Other
7198,20439,Arson
7203,D5 FIRE,Other
7211,DUMP,Debris Burning
7220,FY2000-CRAWFORD-061,Debris Burning
7224,STAR GAP,Arson
7228,FY2015-JEFF DAVIS-016,Arson
7231,SAND CREEK,Other
7239,407,Arson
7243,2 MILE (18),Lightning
7245,SCOTT RD / ABBOTT RD,Other
7286,EAGLE 3,Lightning
7293,STATE FIRE,Other
7296,FOUNT OUT 1,Other
7297,FY2001-JASPER-023,Debris Burning
7298,ELECTRA,Other
7300,FY2002-PIKE-046,Other
7304,NICE TRY,Other
7307,EDEN GROVE,Lightning
7315,FY2013-FRANKLIN-007,Debris Burning
7316,JENNY GULCH,Lightning
7318,HENDERSON - 166,Utilities
7324,DOUBLE X,Lightning
7328,INDIAN CREEK,Arson
7342,FISH,Lightning
7354,NEW21047754,Arson
7360,EAST LAKE # 2,Other
7372,WILLOW,Debris Burning
7373,THIA,Other
7377,ST 2818500,Arson
7382,MOTHER'S DAY,Utilities
7393,SALT,Accidental
7400,#7165,Lightning
7404,8037,Debris Burning
7422,20068,Arson
7424,BIG BEN,Utilities
7437,LIVINGSTON - 315,Debris Burning
7456,JAKE'S,Lightning
7459,(GL) WILDERNESS (648),Arson
7465,FY2002-DOOLY-023,Debris Burning
7466,LOOKOUT,Other
7471,FY2014-FRANKLIN-018,Debris Burning
7479,POWER LINE,Accidental
7501,R46,Debris Burning
7503,ROBERTA,Utilities
7507,CUATRO,Accidental
7510,R207,Accidental
7512,RABBITSPR,Lightning
7516,JORDAN CREEK,Lightning
7523,GREENWALT,Debris Burning
7531,ACKLIN,Lightning
7536,FY2012-BALDWIN-016,Debris Burning
7540,FY2002-EMANUEL-090,Debris Burning
7542,HICKEY CREEK,Lightning
7545,MCCORMICK ROAD,Debris Burning
7549,DOVE COMPLEX,Other
7553,DALTON 1,Lightning
7555,EAGLECREEK,Other
7558,NUMBER 19,Lightning
7567,LIVINGSTON - 269,Utilities
7569,HAMMOCK  (47),Lightning
7574,BAY CREEK COMPLEX,Lightning
7579,NOR,Arson
7588,JARRELLS BRANCH,Accidental
7604,PANTANO,Other
7608,PICKETT,Lightning
7609,WALSH,Utilities
7610,JERSEY ROAD (40),Debris Burning
7612,ROMERO,Lightning
7614,ARMADILLO,Arson
7620,G POND FIRE,Arson
7622,CHESTNUT LAKE LYNN,Debris Burning
7623,SLASH,Accidental
7624,SANDPIPER,Arson
7629,CUT ROCK,Debris Burning
7639,ROCA,Other
7641,SAND CREEK,Lightning
7661,FY2014-LAURENS-073,Arson
7681,MOUSE CR.,Debris Burning
7688,GALLS CRK,Arson
7690,DUCK HILL,Other
7691,HORSEFLY,Debris Burning
7701,FY2013-TOOMBS-025,Debris Burning
7705,LITTLE,Debris Burning
7716,FY2011-SPALDING-025,Accidental
7730,UPPER WEST HORSE,Lightning
7747,PLAZA,Utilities
7751,DIESEL WELL,Other
7756,8 MILE,Utilities
7764,FY2000-LONG-032,Arson
7767,WASH II,Other
7774,D-MOUNTAIN,Accidental
7785,HOUSE ROCK,Accidental
7788,CABBO-DABBO,Arson
7789,FREEWAY,Other
7790,BITTER CREEK,Lightning
7792,BEASON HOLLOW,Debris Burning
7794,POWER STATION (53),Other
7800,FY2000-BARTOW-101,Debris Burning
7804,7010,Debris Burning
7809,LOVELL35,Debris Burning
7820,FY2012-WASHINGTON-022,Other
7833,CRAZY COW WFU,Lightning
7834,LA VERNE,Accidental
7835,CHURCH,Debris Burning
7837,FT. GATES,Accidental
7838,NEW BAYVIEW (30),Debris Burning
7840,FY2012-FAYETTE-003,Accidental
7844,BREAM POND 23,Accidental
7851,FY2015-THOMAS-010,Utilities
7861,BOOM,Accidental
7876,NALTAZAN,Other
7877,2.32015E+12,Debris Burning
7889,MATOAKA,Debris Burning
7891,FY2015-FLOYD-018,Debris Burning
7903,30200,Utilities
7907,WIND,Other
7908,083 HUNTER CAMP,Accidental
7909,RAILROAD,Utilities
7912,MARTIN P,Debris Burning
7914,FY2001-FLOYD-041,Arson
7917,HOOKER CR,Lightning
7920,WF FENCE LAKE,Lightning
7923,RAPHAEL,Arson
7926,BUSCH,Arson
7936,STERN,Lightning
7945,E FALL CRK,Lightning
7953,BIG ERNIE FIRE,Debris Burning
7954,CORN 511,Utilities
7956,BRIDGE,Other
7968,FWS 10,Lightning
7969,SPRINGFIEL,Arson
7979,MARSH CREEK,Lightning
7980,OTA 16,Lightning
7982,THOMPSON,Other
7984,DRY CYN WA,Lightning
7988,SHOOTING RANGE,Arson
7999,BIA 6,Other
8005,LINDEN - 73,Debris Burning
8015,PETE HALTER FIRE,Arson
8017,PURVIS RD.,Other
8022,MT HELEN CHURCH,Arson
8023,HEARTSTRONG,Other
8032,RAMSEY 2,Arson
8045,SALMON DRIVE,Accidental
8050,TREE (36),Arson
8052,STOMP # 4,Arson
8057,WEST POLLOCK,Lightning
8062,SHORT RUN,Debris Burning
8065,DISH RAG,Lightning
8066,NEAR 477,Lightning
8070,MCNARY RIDGE 3,Other
8074,ANNIVERSARY,Other
8079,BIG JARRELL,Accidental
8080,THICKET,Debris Burning
8083,FORESTLK2,Lightning
8095,AGUA,Lightning
8097,JOE K WANNER,Other
8103,ANTELOPE,Lightning
8108,LADY FACE,Other
8110,COUNTY LINE ROAD 2,Arson
8118,LAKE,Utilities
8119,PHILLIPS SCHOOL RD,Debris Burning
8123,LITTLE WOLF,Other
8124,PINON,Accidental
8128,WINGO,Lightning
8132,CRIDLAND,Lightning
8136,WEST SHORE,Debris Burning
8139,LASTSTAND,Utilities
8159,DAUGTHERY SPRINGS,Other
8160,FY2012-TAYLOR-027,Debris Burning
8167,PACKER,Accidental
8171,LAKE MING,Arson
8172,AREA 296,Accidental
8174,RED HILL,Other
8180,HENDERSON - 622,Utilities
8193,BEAR CUB,Lightning
8205,SPEEDWAY,Other
8207,CLOSED RAILROAD CROSSING,Debris Burning
8218,20148,Arson
8220,STATE FIRE,Utilities
8221,FY2011-NEWTON-013,Arson
8225,ROCKWOOD,Lightning
8234,RL263,Debris Burning
8236,RL199,Other
8237,CHIMNEY ROAD,Lightning
8240,VISTA,Arson
8257,GOLD,Other
8263,ERSKINE,Lightning
8266,NORD 4/10,Other
8272,HATROCK,Lightning
8279,FY2015-LOWNDES-006,Debris Burning
8280,333,Arson
8283,FY2011-POLK-068,Debris Burning
8293,LAZY D (36),Lightning
8297,CALF CREEK ( 1311 FIRE ),Debris Burning
8298,ANGAY,Lightning
8300,DOG HOUSE,Other
8314,BIG UGLY CRK.,Accidental
8318,LEFTHAND CANYON,Other
8322,BUMMER,Lightning
8326,CARLSON ROAD,Debris Burning
8331,HIGHWAY,Other
8332,CROSS MOUTAIN THREE,Arson
8351,JAY,Debris Burning
8353,JEWETT RD. 11/30/14,Arson
8354,HOT CREEK,Lightning
8358,35,Debris Burning
8361,BOARD TREE,Arson
8364,ALDER,Debris Burning
8365,NINE,Utilities
8369,PINE BLUFF,Accidental
8378,CUTACROSS,Lightning
8385,FEATHER CREEK FIRE,Debris Burning
8390,FY2012-LAMAR-014,Accidental
8392,ROBERT RUN,Utilities
8398,HOT CAR,Arson
8399,DELMAR AV  LOOMIS_FD,Debris Burning
8407,CLIFTY,Arson
8417,"3230 COUNTY ROAD 22, AL",Arson
8430,POWERLINE,Other
8437,"4195 BEECH GROVE RD., AL",Other
8439,PLATT RD.,Other
8451,LONE RANGER,Arson
8456,WESTMOORE,Debris Burning
8464,HORNBUCKLE # 2,Arson
8468,S. COOPER,Debris Burning
8478,RED LAKE 247,Accidental
8482,BRUCE,Debris Burning
8487,4100 TULEE RD.,Arson
8495,FY2011-COOK-070,Lightning
8496,OIL SPRINGS,Other
8504,LIGHT,Arson
8505,RATTLER,Utilities
8511,VALKARIA,Other
8516,POND,Lightning
8527,BEAR,Arson
8528,SEVEN,Accidental
8529,ACCORD MTN. RD,Utilities
8533,LINDEN - 705,Arson
8537,STEEPHOLLOW,Debris Burning
8545,FRENCHVILLE,Debris Burning
8546,RIVER BOYS,Debris Burning
8547,LIVINGSTON - 783,Lightning
8548,MCGEE,Lightning
8560,TRONT RUN,Utilities
8564,SHEEP,Debris Burning
8567,HENDERSON - 142,Other
8572,LIVINGSTON - 61,Debris Burning
8573,FREEZEOUT,Accidental
8574,RED QUILL,Lightning
8580,HIDDEN/TACOMA #440,Lightning
8582,RIM,Lightning
8590,UPRR-664.5,Utilities
8595,SIXTY TWO,Utilities
8600,FY2011-WILKES-021,Other
8603,QUAPAW CASINO,Other
8604,STECKER,Lightning
8609,FY2011-WHEELER-076,Debris Burning
8610,CYCLONE,Lightning
8613,FY2012-TATTNALL-070,Lightning
8615,I84MP177EA,Utilities
8619,BROAD RUN,Utilities
8626,PIK7046675,Arson
8633,SAYLOR,Lightning
8642,WILLIE FIRE,Utilities
8646,NINEMILE,Lightning
8650,MARTINSVILLE FORD FIRE,Debris Burning
8653,BUMBLEBEE1,Other
8664,EAGLE COVE,Debris Burning
8668,FY2012-HEARD-020,Debris Burning
8675,CARTER,Debris Burning
8676,IRWIN FIRE,Lightning
8679,NE 30084,Arson
8686,FY2013-EVANS-011,Arson
8691,MYRTLEMM17,Debris Burning
8695,FY2002-FLOYD-083,Arson
